Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2016-01-05,5:30pm,GBP,Construction PMI,High,57.8,56.1,55.3,2016-01-05 17:30:00
2016-01-05,6:00pm,EUR,Core CPI Flash Estimate y/y,Medium,0.9%,1.0%,0.9%,2016-01-05 18:00:00
2016-01-05,6:00pm,EUR,CPI Flash Estimate y/y,Medium,0.2%,0.4%,0.2%,2016-01-05 18:00:00
2016-01-05,6:00pm,EUR,Italian Prelim CPI m/m,Non-economic,0.0%,0.1%,-0.4%,2016-01-05 18:00:00
2016-01-05,6:33pm,GBP,10-y Bond Auction,Non-economic,1.88|1.6,,1.94|1.5,2016-01-05 18:33:00
2016-01-05,9:30pm,CAD,RMPI m/m,Medium,-4.0%,-2.3%,0.0%,2016-01-05 21:30:00
2016-01-05,9:30pm,CAD,IPPI m/m,Non-economic,-0.2%,0.1%,-0.5%,2016-01-05 21:30:00
2016-01-05,10:07pm,NZD,GDT Price Index,High,-1.6%,,1.9%,2016-01-05 22:07:00
2016-01-05,All Day,USD,Wards Total Vehicle Sales,Non-economic,17.2M,18.0M,18.0M,2016-01-05 00:00:00
2016-01-06,All Day,USD,Total Vehicle Sales,Non-economic,17.3M,18.1M,18.2M,2016-01-06 00:00:00
2016-01-06,6:30am,AUD,AIG Services Index,Non-economic,46.3,,48.2,2016-01-06 06:30:00
2016-01-06,8:01am,GBP,BRC Shop Price Index y/y,Non-economic,-2.0%,,-2.1%,2016-01-06 08:01:00
2016-01-06,9:45am,CNY,Caixin Services PMI,Medium,50.2,52.3,51.2,2016-01-06 09:45:00
2016-01-06,All Day,EUR,Italian Bank Holiday,Low,,,,2016-01-06 00:00:00
2016-01-06,4:15pm,EUR,Spanish Services PMI,Non-economic,55.1,56.9,56.7,2016-01-06 16:15:00
2016-01-06,4:45pm,EUR,Italian Services PMI,Non-economic,55.3,53.8,53.4,2016-01-06 16:45:00
2016-01-06,4:50pm,EUR,French Final Services PMI,Non-economic,49.8,50.0,50.0,2016-01-06 16:50:00
2016-01-06,4:55pm,EUR,German Final Services PMI,Non-economic,56.0,55.4,55.4,2016-01-06 16:55:00
2016-01-06,5:00pm,EUR,Final Services PMI,Non-economic,54.2,53.9,53.9,2016-01-06 17:00:00
2016-01-06,5:30pm,GBP,Final Services PMI,High,55.5,55.6,55.9,2016-01-06 17:30:00
2016-01-06,6:00pm,EUR,PPI m/m,Non-economic,-0.2%,-0.2%,-0.3%,2016-01-06 18:00:00
2016-01-06,9:15pm,USD,ADP Non-Farm Employment Change,High,257K,193K,211K,2016-01-06 21:15:00
2016-01-06,9:30pm,CAD,Trade Balance,High,-2.0B,-2.6B,-2.5B,2016-01-06 21:30:00
2016-01-06,9:30pm,USD,Trade Balance,High,-42.4B,-44.0B,-44.6B,2016-01-06 21:30:00
2016-01-06,10:45pm,USD,Final Services PMI,Non-economic,54.3,55.1,53.7,2016-01-06 22:45:00
2016-01-06,11:00pm,USD,ISM Services PMI,High,55.3,56.0,55.9,2016-01-06 23:00:00
2016-01-06,11:00pm,USD,Factory Orders m/m,Medium,-0.2%,-0.2%,1.3%,2016-01-06 23:00:00
2016-01-06,11:30pm,USD,Crude Oil Inventories,Medium,-5.1M,0.7M,2.6M,2016-01-06 23:30:00
2016-01-07,3:00am,USD,FOMC Meeting Minutes,High,,,,2016-01-07 03:00:00
2016-01-07,8:30am,AUD,Building Approvals m/m,High,-12.7%,-2.8%,3.3%,2016-01-07 08:30:00
2016-01-07,8:30am,AUD,Goods Trade Balance,High,-2.91B,-2.98B,-3.25B,2016-01-07 08:30:00
2016-01-07,11:45am,JPY,30-y Bond Auction,Non-economic,1.22|3.7,,1.40|3.9,2016-01-07 11:45:00
2016-01-07,3:00pm,EUR,German Factory Orders m/m,Medium,1.5%,0.1%,1.7%,2016-01-07 15:00:00
2016-01-07,3:00pm,EUR,German Retail Sales m/m,Medium,0.2%,0.5%,-0.1%,2016-01-07 15:00:00
2016-01-07,4:00pm,CHF,Foreign Currency Reserves,Medium,560B,,563B,2016-01-07 16:00:00
2016-01-07,4:00pm,GBP,Halifax HPI m/m,Medium,1.7%,0.5%,0.0%,2016-01-07 16:00:00
2016-01-07,5:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,11.3%,11.5%,11.5%,2016-01-07 17:00:00
2016-01-07,5:10pm,EUR,Retail PMI,Non-economic,49.0,,48.5,2016-01-07 17:10:00
2016-01-07,5:59pm,EUR,French 10-y Bond Auction,Non-economic,0.86|1.4,,0.50|2.3,2016-01-07 17:59:00
2016-01-07,6:00pm,EUR,Unemployment Rate,Medium,10.5%,10.7%,10.6%,2016-01-07 18:00:00
2016-01-07,6:00pm,EUR,Retail Sales m/m,Non-economic,-0.3%,0.2%,-0.2%,2016-01-07 18:00:00
2016-01-07,8:30pm,USD,Challenger Job Cuts y/y,Non-economic,-27.6%,,-13.9%,2016-01-07 20:30:00
2016-01-07,9:25pm,CAD,BOC Gov Poloz Speaks,High,,,,2016-01-07 21:25:00
2016-01-07,9:30pm,USD,Unemployment Claims,High,277K,271K,287K,2016-01-07 21:30:00
2016-01-07,11:00pm,CAD,Ivey PMI,Medium,49.9,56.7,63.6,2016-01-07 23:00:00
2016-01-07,11:30pm,USD,Natural Gas Storage,Non-economic,-113B,-95B,-58B,2016-01-07 23:30:00
2016-01-08,6:30am,AUD,AIG Construction Index,Non-economic,46.8,,50.7,2016-01-08 06:30:00
2016-01-08,8:00am,JPY,BOJ Summary of Opinions,Non-economic,,,,2016-01-08 08:00:00
2016-01-08,8:30am,AUD,Retail Sales m/m,High,0.4%,0.4%,0.6%,2016-01-08 08:30:00
2016-01-08,9:30am,JPY,Average Cash Earnings y/y,Non-economic,0.0%,0.7%,0.7%,2016-01-08 09:30:00
2016-01-08,1:00pm,JPY,Leading Indicators,Non-economic,103.9%,103.9%,104.2%,2016-01-08 13:00:00
2016-01-08,2:45pm,CHF,Unemployment Rate,Non-economic,3.4%,3.4%,3.4%,2016-01-08 14:45:00
2016-01-08,3:00pm,EUR,German Industrial Production m/m,Non-economic,-0.3%,0.4%,0.5%,2016-01-08 15:00:00
2016-01-08,3:00pm,EUR,German Trade Balance,Non-economic,19.7B,20.1B,20.5B,2016-01-08 15:00:00
2016-01-08,3:45pm,EUR,French Industrial Production m/m,Non-economic,-0.9%,-0.2%,0.7%,2016-01-08 15:45:00
2016-01-08,3:45pm,EUR,French Trade Balance,Non-economic,-4.6B,-4.0B,-4.9B,2016-01-08 15:45:00
2016-01-08,4:15pm,CHF,CPI m/m,Non-economic,-0.4%,-0.2%,-0.1%,2016-01-08 16:15:00
2016-01-08,5:30pm,GBP,Goods Trade Balance,Medium,-10.6B,-10.5B,-11.2B,2016-01-08 17:30:00
2016-01-08,9:30pm,CAD,Employment Change,High,22.8K,10.4K,-35.7K,2016-01-08 21:30:00
2016-01-08,9:30pm,CAD,Unemployment Rate,High,7.1%,7.1%,7.1%,2016-01-08 21:30:00
2016-01-08,9:30pm,CAD,Building Permits m/m,Medium,-19.6%,-3.2%,9.9%,2016-01-08 21:30:00
2016-01-08,9:30pm,USD,Average Hourly Earnings m/m,High,0.0%,0.2%,0.2%,2016-01-08 21:30:00
2016-01-08,9:30pm,USD,Non-Farm Employment Change,High,292K,203K,252K,2016-01-08 21:30:00
2016-01-08,9:30pm,USD,Unemployment Rate,High,5.0%,5.0%,5.0%,2016-01-08 21:30:00
2016-01-08,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,-0.3%,0.0%,-0.3%,2016-01-08 23:00:00
2016-01-09,4:00am,USD,Consumer Credit m/m,Non-economic,14.0B,18.7B,15.6B,2016-01-09 04:00:00
2016-01-09,9:30am,CNY,CPI y/y,High,1.6%,1.7%,1.5%,2016-01-09 09:30:00
2016-01-09,9:30am,CNY,PPI y/y,Medium,-5.9%,-5.8%,-5.9%,2016-01-09 09:30:00
2016-01-11,5:45am,NZD,Building Consents m/m,Non-economic,1.8%,,5.4%,2016-01-11 05:45:00
2016-01-11,All Day,JPY,Bank Holiday,Low,,,,2016-01-11 00:00:00
2016-01-11,8:30am,AUD,ANZ Job Advertisements m/m,Non-economic,-0.1%,,1.1%,2016-01-11 08:30:00
2016-01-11,4:15pm,CHF,Retail Sales y/y,Non-economic,-2.1%,0.3%,-1.1%,2016-01-11 16:15:00
2016-01-11,5:30pm,EUR,Sentix Investor Confidence,Non-economic,9.6,11.5,15.7,2016-01-11 17:30:00
2016-01-11,9:13pm,CAD,Housing Starts,Non-economic,173K,202K,212K,2016-01-11 21:13:00
2016-01-11,10:59pm,USD,Labor Market Conditions Index m/m,Non-economic,2.9,,2.7,2016-01-11 22:59:00
2016-01-11,11:30pm,CAD,BOC Business Outlook Survey,Medium,,,,2016-01-11 23:30:00
2016-01-12,7:50am,JPY,Current Account,Medium,1.42T,1.52T,1.49T,2016-01-12 07:50:00
2016-01-12,7:50am,JPY,Bank Lending y/y,Non-economic,2.2%,,2.3%,2016-01-12 07:50:00
2016-01-12,8:00am,NZD,ANZ Commodity Prices m/m,Non-economic,-1.8%,,-5.6%,2016-01-12 08:00:00
2016-01-12,8:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,0.1%,,-0.4%,2016-01-12 08:01:00
2016-01-12,1:00pm,JPY,Consumer Confidence,Non-economic,42.7,42.3,42.6,2016-01-12 13:00:00
2016-01-12,2:00pm,JPY,Economy Watchers Sentiment,Non-economic,48.7,46.7,46.1,2016-01-12 14:00:00
2016-01-12,5:30pm,GBP,Manufacturing Production m/m,High,-0.4%,0.1%,-0.4%,2016-01-12 17:30:00
2016-01-12,5:30pm,GBP,Industrial Production m/m,Non-economic,-0.7%,0.0%,0.0%,2016-01-12 17:30:00
2016-01-12,6:30pm,JPY,BOJ Gov Kuroda Speaks,High,,,,2016-01-12 18:30:00
2016-01-12,6:30pm,USD,FOMC Member Fischer Speaks,Medium,,,,2016-01-12 18:30:00
2016-01-12,7:00pm,USD,NFIB Small Business Index,Non-economic,95.2,95.4,94.8,2016-01-12 19:00:00
2016-01-12,10:15pm,GBP,BOE Gov Carney Speaks,High,,,,2016-01-12 22:15:00
2016-01-12,10:47pm,GBP,NIESR GDP Estimate,Non-economic,0.6%,,0.6%,2016-01-12 22:47:00
2016-01-12,11:00pm,USD,JOLTS Job Openings,Medium,5.43M,5.41M,5.35M,2016-01-12 23:00:00
2016-01-12,11:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,47.3,47.6,47.2,2016-01-12 23:00:00
2016-01-13,7:50am,JPY,M2 Money Stock y/y,Non-economic,3.0%,3.4%,3.3%,2016-01-13 07:50:00
2016-01-13,10:00am,CNY,Trade Balance,High,382B,339B,343B,2016-01-13 10:00:00
2016-01-13,10:00am,USD,President Obama Speaks,Non-economic,,,,2016-01-13 10:00:00
2016-01-13,10:56am,CNY,USD-Denominated Trade Balance,Non-economic,60.1B,52.2B,54.1B,2016-01-13 10:56:00
2016-01-13,3:45pm,EUR,French Final CPI m/m,Non-economic,0.2%,0.1%,-0.2%,2016-01-13 15:45:00
2016-01-13,6:00pm,EUR,Industrial Production m/m,Non-economic,-0.7%,-0.2%,0.8%,2016-01-13 18:00:00
2016-01-13,6:34pm,EUR,German 10-y Bond Auction,Non-economic,0.59|1.1,,0.49|1.1,2016-01-13 18:34:00
2016-01-13,9:00pm,CHF,Gov Board Member Zurbrugg Speaks,Medium,,,,2016-01-13 21:00:00
2016-01-13,11:30pm,USD,Crude Oil Inventories,High,0.2M,1.9M,-5.1M,2016-01-13 23:30:00
2016-01-14,2:03am,USD,10-y Bond Auction,Non-economic,2.09|2.8,,2.23|2.6,2016-01-14 02:03:00
2016-01-14,3:00am,USD,Beige Book,Non-economic,,,,2016-01-14 03:00:00
2016-01-14,3:00am,USD,Federal Budget Balance,Non-economic,-14.4B,-2.7B,-64.6B,2016-01-14 03:00:00
2016-01-14,7:50am,JPY,Core Machinery Orders m/m,Non-economic,-14.4%,-7.3%,10.7%,2016-01-14 07:50:00
2016-01-14,7:50am,JPY,PPI y/y,Non-economic,-3.4%,-0.4%,-3.6%,2016-01-14 07:50:00
2016-01-14,8:30am,AUD,Employment Change,High,-1.0K,-11.0K,74.9K,2016-01-14 08:30:00
2016-01-14,8:30am,AUD,Unemployment Rate,High,5.8%,5.9%,5.8%,2016-01-14 08:30:00
2016-01-14,1:58pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,-25.8%,,-17.7%,2016-01-14 13:58:00
2016-01-14,3:00pm,EUR,German WPI m/m,Non-economic,-0.8%,0.1%,-0.2%,2016-01-14 15:00:00
2016-01-14,5:00pm,EUR,Italian Industrial Production m/m,Non-economic,-0.5%,0.3%,0.5%,2016-01-14 17:00:00
2016-01-14,All Day,EUR,Eurogroup Meetings,Medium,,,,2016-01-14 00:00:00
2016-01-14,8:00pm,GBP,Monetary Policy Summary,High,,,,2016-01-14 20:00:00
2016-01-14,8:00pm,GBP,MPC Official Bank Rate Votes,High,1-0-8,1-0-8,1-0-8,2016-01-14 20:00:00
2016-01-14,8:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%,2016-01-14 20:00:00
2016-01-14,8:00pm,GBP,Asset Purchase Facility,Medium,375B,375B,375B,2016-01-14 20:00:00
2016-01-14,8:00pm,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9,2016-01-14 20:00:00
2016-01-14,8:30pm,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,,2016-01-14 20:30:00
2016-01-14,9:30pm,CAD,NHPI m/m,Medium,0.2%,0.2%,0.3%,2016-01-14 21:30:00
2016-01-14,9:30pm,USD,Unemployment Claims,High,284K,275K,277K,2016-01-14 21:30:00
2016-01-14,9:30pm,USD,Import Prices m/m,Medium,-1.2%,-1.4%,-0.5%,2016-01-14 21:30:00
2016-01-14,10:15pm,USD,FOMC Member Bullard Speaks,Medium,,,,2016-01-14 22:15:00
2016-01-14,11:30pm,USD,Natural Gas Storage,Non-economic,-168B,-152B,-113B,2016-01-14 23:30:00
2016-01-15,2:01am,USD,30-y Bond Auction,Non-economic,2.91|2.3,,2.98|2.4,2016-01-15 02:01:00
2016-01-15,5:45am,NZD,FPI m/m,Non-economic,-0.8%,,-0.2%,2016-01-15 05:45:00
2016-01-15,8:30am,AUD,Home Loans m/m,Medium,1.8%,-0.4%,-0.3%,2016-01-15 08:30:00
2016-01-15,10:00am,CNY,M2 Money Supply y/y,Non-economic,13.3%,13.6%,13.7%,2016-01-15 10:00:00
2016-01-15,10:00am,CNY,New Loans,Non-economic,598B,700B,709B,2016-01-15 10:00:00
2016-01-15,3:45pm,EUR,French Gov Budget Balance,Non-economic,-82.8B,,-76.2B,2016-01-15 15:45:00
2016-01-15,5:30pm,GBP,BOE Credit Conditions Survey,Medium,,,,2016-01-15 17:30:00
2016-01-15,5:30pm,GBP,Construction Output m/m,Non-economic,-0.5%,0.5%,0.2%,2016-01-15 17:30:00
2016-01-15,6:00pm,EUR,Trade Balance,Non-economic,22.7B,21.1B,19.8B,2016-01-15 18:00:00
2016-01-15,All Day,EUR,ECOFIN Meetings,Medium,,,,2016-01-15 00:00:00
2016-01-15,9:30pm,USD,Core Retail Sales m/m,High,-0.1%,0.2%,0.3%,2016-01-15 21:30:00
2016-01-15,9:30pm,USD,PPI m/m,High,-0.2%,-0.2%,0.3%,2016-01-15 21:30:00
2016-01-15,9:30pm,USD,Retail Sales m/m,High,-0.1%,-0.1%,0.4%,2016-01-15 21:30:00
2016-01-15,9:30pm,USD,Core PPI m/m,Medium,0.1%,0.1%,0.3%,2016-01-15 21:30:00
2016-01-15,9:30pm,USD,Empire State Manufacturing Index,Medium,-19.4,-4.1,-4.6,2016-01-15 21:30:00
2016-01-15,10:00pm,USD,FOMC Member Dudley Speaks,Medium,,,,2016-01-15 22:00:00
2016-01-15,10:15pm,USD,Capacity Utilization Rate,Medium,76.5%,76.8%,76.9%,2016-01-15 22:15:00
2016-01-15,10:15pm,USD,Industrial Production m/m,Medium,-0.4%,-0.2%,-0.9%,2016-01-15 22:15:00
2016-01-15,10:30pm,GBP,CB Leading Index m/m,Non-economic,0.3%,,-0.1%,2016-01-15 22:30:00
2016-01-15,11:00pm,USD,Prelim UoM Consumer Sentiment,High,93.3,92.7,92.6,2016-01-15 23:00:00
2016-01-15,11:00pm,USD,Business Inventories m/m,Non-economic,-0.2%,0.0%,-0.1%,2016-01-15 23:00:00
2016-01-15,11:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,2.4%,,2.6%,2016-01-15 23:00:00
2016-01-18,7:30am,AUD,MI Inflation Gauge m/m,Non-economic,0.2%,,0.1%,2016-01-18 07:30:00
2016-01-18,8:01am,GBP,Rightmove HPI m/m,Non-economic,0.5%,,-1.1%,2016-01-18 08:01:00
2016-01-18,8:30am,AUD,New Motor Vehicle Sales m/m,Non-economic,-0.5%,,1.3%,2016-01-18 08:30:00
2016-01-18,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,-0.9%,1.4%,-1.0%,2016-01-18 12:30:00
2016-01-18,12:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,-0.8%,-0.6%,0.9%,2016-01-18 12:30:00
2016-01-18,5:00pm,EUR,Italian Trade Balance,Non-economic,4.41B,3.24B,4.82B,2016-01-18 17:00:00
2016-01-18,All Day,USD,Bank Holiday,Low,,,,2016-01-18 00:00:00
2016-01-19,5:00am,NZD,NZIER Business Confidence,High,15,,-14,2016-01-19 05:00:00
2016-01-19,10:00am,CNY,GDP q/y,High,6.8%,6.9%,6.9%,2016-01-19 10:00:00
2016-01-19,10:00am,CNY,Industrial Production y/y,High,5.9%,6.0%,6.2%,2016-01-19 10:00:00
2016-01-19,10:00am,CNY,Fixed Asset Investment ytd/y,Medium,10.0%,10.2%,10.2%,2016-01-19 10:00:00
2016-01-19,10:00am,CNY,NBS Press Conference,Medium,,,,2016-01-19 10:00:00
2016-01-19,10:00am,CNY,Retail Sales y/y,Non-economic,11.1%,11.3%,11.2%,2016-01-19 10:00:00
2016-01-19,3:00pm,EUR,German Final CPI m/m,Non-economic,-0.1%,-0.1%,-0.1%,2016-01-19 15:00:00
2016-01-19,4:15pm,CHF,PPI m/m,Medium,-0.4%,0.2%,0.4%,2016-01-19 16:15:00
2016-01-19,5:00pm,EUR,Current Account,Non-economic,26.4B,19.3B,25.6B,2016-01-19 17:00:00
2016-01-19,5:30pm,GBP,CPI y/y,High,0.2%,0.1%,0.1%,2016-01-19 17:30:00
2016-01-19,5:30pm,GBP,PPI Input m/m,Medium,-0.8%,-1.4%,-1.6%,2016-01-19 17:30:00
2016-01-19,5:30pm,GBP,RPI y/y,Medium,1.2%,1.0%,1.1%,2016-01-19 17:30:00
2016-01-19,5:30pm,GBP,Core CPI y/y,Non-economic,1.4%,1.2%,1.2%,2016-01-19 17:30:00
2016-01-19,5:30pm,GBP,ONS HPI y/y,Non-economic,7.7%,7.3%,7.0%,2016-01-19 17:30:00
2016-01-19,5:30pm,GBP,PPI Output m/m,Non-economic,-0.2%,-0.2%,-0.2%,2016-01-19 17:30:00
2016-01-19,6:00pm,EUR,German ZEW Economic Sentiment,High,10.2,8.2,16.1,2016-01-19 18:00:00
2016-01-19,6:00pm,EUR,Final CPI y/y,Medium,0.2%,0.2%,0.2%,2016-01-19 18:00:00
2016-01-19,6:00pm,EUR,ZEW Economic Sentiment,Medium,22.7,27.9,33.9,2016-01-19 18:00:00
2016-01-19,6:00pm,EUR,Final Core CPI y/y,Non-economic,0.9%,0.9%,0.9%,2016-01-19 18:00:00
2016-01-19,8:00pm,GBP,BOE Gov Carney Speaks,High,,,,2016-01-19 20:00:00
2016-01-19,9:30pm,CAD,Foreign Securities Purchases,Medium,2.58B,12.10B,19.08B,2016-01-19 21:30:00
2016-01-19,9:59pm,NZD,GDT Price Index,High,-1.4%,,-1.6%,2016-01-19 21:59:00
2016-01-19,11:00pm,USD,NAHB Housing Market Index,Non-economic,60,61,60,2016-01-19 23:00:00
2016-01-20,5:00am,USD,TIC Long-Term Purchases,Non-economic,31.4B,24.3B,-17.7B,2016-01-20 05:00:00
2016-01-20,5:45am,NZD,CPI q/q,High,-0.5%,-0.2%,0.3%,2016-01-20 05:45:00
2016-01-20,7:30am,AUD,Westpac Consumer Sentiment,Medium,-3.5%,,-0.8%,2016-01-20 07:30:00
2016-01-20,10:00am,CNY,Foreign Direct Investment ytd/y,Non-economic,6.4%,,7.9%,2016-01-20 10:00:00
2016-01-20,3:00pm,EUR,German PPI m/m,Non-economic,-0.5%,-0.3%,-0.2%,2016-01-20 15:00:00
2016-01-20,Day 1,All,WEF Annual Meetings,Medium,,,,2016-01-20 00:00:00
2016-01-20,5:30pm,GBP,Average Earnings Index 3m/y,High,2.0%,2.1%,2.4%,2016-01-20 17:30:00
2016-01-20,5:30pm,GBP,Claimant Count Change,High,-4.3K,4.1K,-2.2K,2016-01-20 17:30:00
2016-01-20,5:30pm,GBP,Unemployment Rate,Medium,5.1%,5.2%,5.2%,2016-01-20 17:30:00
2016-01-20,6:00pm,CHF,UBS Economic Expectations,Non-economic,-3.0,,16.6,2016-01-20 18:00:00
2016-01-20,9:30pm,CAD,Manufacturing Sales m/m,High,1.0%,0.5%,-1.3%,2016-01-20 21:30:00
2016-01-20,9:30pm,CAD,Wholesale Sales m/m,Medium,1.8%,0.4%,-0.5%,2016-01-20 21:30:00
2016-01-20,9:30pm,USD,Building Permits,High,1.23M,1.20M,1.28M,2016-01-20 21:30:00
2016-01-20,9:30pm,USD,Core CPI m/m,High,0.1%,0.2%,0.2%,2016-01-20 21:30:00
2016-01-20,9:30pm,USD,CPI m/m,High,-0.1%,0.0%,0.0%,2016-01-20 21:30:00
2016-01-20,9:30pm,USD,CPI y/y,High,0.7%,0.8%,0.5%,2016-01-20 21:30:00
2016-01-20,9:30pm,USD,Housing Starts,Medium,1.15M,1.19M,1.18M,2016-01-20 21:30:00
2016-01-20,11:00pm,CAD,BOC Monetary Policy Report,High,,,,2016-01-20 23:00:00
2016-01-20,11:00pm,CAD,BOC Rate Statement,High,,,,2016-01-20 23:00:00
2016-01-20,11:00pm,CAD,Overnight Rate,High,0.50%,0.25%,0.50%,2016-01-20 23:00:00
2016-01-20,11:30pm,AUD,CB Leading Index m/m,Non-economic,0.3%,,-0.1%,2016-01-20 23:30:00
2016-01-21,12:15am,CAD,BOC Press Conference,High,,,,2016-01-21 00:15:00
2016-01-21,5:30am,NZD,BusinessNZ Manufacturing Index,Non-economic,56.7,,54.9,2016-01-21 05:30:00
2016-01-21,8:00am,AUD,MI Inflation Expectations,Medium,3.6%,,4.0%,2016-01-21 08:00:00
2016-01-21,8:00am,AUD,HIA New Home Sales m/m,Non-economic,-2.7%,,-3.0%,2016-01-21 08:00:00
2016-01-21,8:01am,GBP,RICS House Price Balance,Non-economic,50%,50%,49%,2016-01-21 08:01:00
2016-01-21,12:30pm,JPY,All Industries Activity m/m,Non-economic,-1.0%,-0.7%,0.9%,2016-01-21 12:30:00
2016-01-21,Day 2,All,WEF Annual Meetings,Medium,,,,2016-01-21 00:00:00
2016-01-21,8:45pm,EUR,Main Refinancing Rate,High,0.05%,0.05%,0.05%,2016-01-21 20:45:00
2016-01-21,9:30pm,EUR,ECB Press Conference,High,,,,2016-01-21 21:30:00
2016-01-21,9:30pm,USD,Philly Fed Manufacturing Index,High,-3.5,-5.8,-5.9,2016-01-21 21:30:00
