Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2012-11-06,9:00am,USD,FOMC Member Williams Speaks,Medium,,,
2012-11-06,11:30am,AUD,Cash Rate,High,3.25%,3.00%,3.25%
2012-11-06,11:30am,AUD,RBA Rate Statement,High,,,
2012-11-06,1:00pm,JPY,Leading Indicators,Non-economic,91.7%,91.8%,93.2%
2012-11-06,2:45pm,CHF,SECO Consumer Climate,Medium,-17,-21,-17
2012-11-06,4:00pm,GBP,Halifax HPI m/m,Medium,-0.7%,0.5%,-0.4%
2012-11-06,4:15pm,EUR,Spanish Services PMI,High,41.2,40.2,40.2
2012-11-06,4:45pm,EUR,Italian Services PMI,Medium,46.0,46.4,44.5
2012-11-06,4:50pm,EUR,French Final Services PMI,Non-economic,44.6,46.2,46.2
2012-11-06,4:55pm,EUR,German Final Services PMI,Non-economic,48.4,49.3,49.3
2012-11-06,5:00pm,EUR,Final Services PMI,Non-economic,46.0,46.2,46.2
2012-11-06,5:30pm,GBP,Manufacturing Production m/m,High,0.1%,0.3%,-1.2%
2012-11-06,5:30pm,GBP,Industrial Production m/m,Non-economic,-1.7%,-0.6%,-0.5%
2012-11-06,6:00pm,EUR,PPI m/m,Non-economic,0.2%,0.3%,0.9%
2012-11-06,6:34pm,GBP,10-y Bond Auction,Non-economic,1.82|1.9,,1.76|1.9
2012-11-06,7:00pm,EUR,German Factory Orders m/m,Medium,-3.3%,-0.3%,-0.8%
2012-11-06,9:30pm,NZD,GDT Price Index,Non-economic,0.0%,,4.7%
2012-11-06,10:55pm,GBP,NIESR GDP Estimate,Medium,0.5%,,1.0%
2012-11-06,11:00pm,CAD,Ivey PMI,High,58.3,58.3,60.4
2012-11-06,11:00pm,USD,JOLTS Job Openings,Medium,3.56M,3.65M,3.66M
2012-11-06,All Day,USD,Presidential Election,Medium,,,
2012-11-06,All Day,USD,Congressional Elections,Medium,,,
2012-11-07,4:00am,NZD,RBNZ Financial Stability Report,High,,,
2012-11-07,6:22am,AUD,AIG Construction Index,Non-economic,35.8,,30.9
2012-11-07,8:01am,GBP,BRC Shop Price Index y/y,Non-economic,1.5%,,1.0%
2012-11-07,4:00pm,CHF,Foreign Currency Reserves,High,424B,,430B
2012-11-07,4:15pm,CHF,CPI m/m,High,0.1%,0.3%,0.3%
2012-11-07,6:00pm,EUR,EU Economic Forecasts,Medium,,,
2012-11-07,6:00pm,EUR,Retail Sales m/m,Medium,-0.2%,0.0%,0.2%
2012-11-07,7:00pm,EUR,German Industrial Production m/m,Medium,-1.8%,-0.4%,-0.4%
2012-11-07,8:10pm,EUR,ECB President Draghi Speaks,High,,,
2012-11-07,11:30pm,USD,Crude Oil Inventories,Medium,1.8M,1.8M,-2.0M
2012-11-08,2:00am,USD,10-y Bond Auction,Medium,1.68|2.6,,1.70|3.3
2012-11-08,4:00am,USD,Consumer Credit m/m,Non-economic,11.4B,10.1B,18.4B
2012-11-08,5:45am,NZD,Employment Change q/q,High,-0.4%,0.3%,-0.2%
2012-11-08,5:45am,NZD,Unemployment Rate,High,7.3%,6.7%,6.8%
2012-11-08,6:15am,EUR,Greek Gov Debt Crisis Vote,High,Pass,Pass,
2012-11-08,7:50am,JPY,Core Machinery Orders m/m,Medium,-4.3%,-1.9%,-3.3%
2012-11-08,7:50am,JPY,Current Account,Medium,-0.14T,0.21T,0.72T
2012-11-08,7:50am,JPY,Bank Lending y/y,Non-economic,0.9%,,0.9%
2012-11-08,8:30am,AUD,Employment Change,High,10.7K,0.2K,15.5K
2012-11-08,8:30am,AUD,Unemployment Rate,High,5.4%,5.5%,5.4%
2012-11-08,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,39.0,40.6,41.2
2012-11-08,2:45pm,CHF,Unemployment Rate,Non-economic,3.0%,3.0%,2.9%
2012-11-08,3:00pm,EUR,German Trade Balance,Medium,17.0B,17.2B,18.1B
2012-11-08,3:45pm,EUR,French Trade Balance,Non-economic,-5.0B,-5.0B,-5.3B
2012-11-08,8:00pm,GBP,Asset Purchase Facility,High,375B,375B,375B
2012-11-08,8:00pm,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%
2012-11-08,8:45pm,EUR,Main Refinancing Rate,High,0.75%,0.75%,0.75%
2012-11-08,9:12pm,CAD,Housing Starts,Non-economic,204K,215K,224K
2012-11-08,9:30pm,CAD,Trade Balance,High,-0.8B,-1.4B,-1.5B
2012-11-08,9:30pm,CAD,NHPI m/m,Medium,0.2%,0.2%,0.2%
2012-11-08,9:30pm,EUR,ECB Press Conference,High,,,
2012-11-08,9:30pm,USD,Trade Balance,High,-41.5B,-44.9B,-43.8B
2012-11-08,9:30pm,USD,Unemployment Claims,High,355K,367K,363K
2012-11-08,11:30pm,USD,Natural Gas Storage,Non-economic,21B,27B,65B
2012-11-09,2:00am,USD,30-y Bond Auction,Non-economic,2.82|2.8,,2.90|2.5
2012-11-09,2:10am,CAD,BOC Gov Carney Speaks,Medium,,,
2012-11-09,3:35am,NZD,REINZ HPI m/m,Medium,1.5%,,0.6%
2012-11-09,7:50am,JPY,M2 Money Stock y/y,Non-economic,2.3%,2.4%,2.4%
2012-11-09,8:30am,AUD,RBA Monetary Policy Statement,High,,,
2012-11-09,9:29am,CNY,CPI y/y,High,1.7%,1.9%,1.9%
2012-11-09,9:29am,CNY,PPI y/y,Medium,-2.8%,-2.7%,-3.6%
2012-11-09,1:00pm,JPY,Consumer Confidence,Non-economic,39.7,39.7,40.1
2012-11-09,1:30pm,CNY,Fixed Asset Investment ytd/y,Medium,20.7%,20.6%,20.5%
2012-11-09,1:30pm,CNY,Industrial Production y/y,Medium,9.6%,9.5%,9.2%
2012-11-09,1:30pm,CNY,Retail Sales y/y,Non-economic,14.5%,14.4%,14.2%
2012-11-09,3:00pm,EUR,German Final CPI m/m,Non-economic,0.0%,0.0%,0.0%
2012-11-09,3:45pm,EUR,French Industrial Production m/m,Medium,-2.7%,-0.9%,1.9%
2012-11-09,3:45pm,EUR,French Gov Budget Balance,Non-economic,-85.0B,,-97.7B
2012-11-09,5:00pm,EUR,Italian Industrial Production m/m,Medium,-1.5%,-1.4%,1.7%
2012-11-09,5:30pm,GBP,Goods Trade Balance,Medium,-8.4B,-9.1B,-10.0B
2012-11-09,6:00pm,GBP,CB Leading Index m/m,Non-economic,0.2%,,0.2%
2012-11-09,9:30pm,USD,Import Prices m/m,Medium,0.5%,0.0%,1.1%
2012-11-09,10:55pm,USD,Prelim UoM Consumer Sentiment,High,84.9,82.6,82.6
2012-11-09,10:55pm,USD,Prelim UoM Inflation Expectations,Non-economic,3.0%,,3.1%
2012-11-09,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,1.1%,0.4%,0.8%
2012-11-10,2:05am,USD,President Obama Speaks,Non-economic,,,
2012-11-10,10:14am,CNY,USD-Denominated Trade Balance,High,32.0B,27.1B,27.7B
2012-11-12,7:50am,JPY,Prelim GDP q/q,Medium,-0.9%,-0.8%,0.2%
2012-11-12,7:50am,JPY,Tertiary Industry Activity m/m,Medium,0.3%,0.0%,0.3%
2012-11-12,7:50am,JPY,PPI y/y,Non-economic,-1.0%,-0.8%,-1.5%
2012-11-12,7:50am,JPY,Prelim GDP Price Index y/y,Non-economic,-0.7%,-0.7%,-0.9%
2012-11-12,8:30am,AUD,Home Loans m/m,Medium,0.9%,1.1%,2.1%
2012-11-12,10:00am,CNY,New Loans,Medium,505B,601B,623B
2012-11-12,10:30am,JPY,BOJ Gov Shirakawa Speaks,Medium,,,
2012-11-12,2:00pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,-6.7%,,-2.8%
2012-11-12,3:00pm,EUR,German WPI m/m,Non-economic,-0.6%,0.5%,1.3%
2012-11-12,4:00pm,CNY,M2 Money Supply y/y,Non-economic,14.1%,14.5%,14.8%
2012-11-12,All Day,EUR,Eurogroup Meetings,High,,,
2012-11-12,All Day,CAD,Bank Holiday,Low,,,
2012-11-12,All Day,USD,Bank Holiday,Low,,,
2012-11-13,5:45am,NZD,FPI m/m,Non-economic,-0.6%,,-0.9%
2012-11-13,8:01am,GBP,RICS House Price Balance,Medium,-7%,-15%,-14%
2012-11-13,8:30am,AUD,NAB Business Confidence,Medium,-1,,0
2012-11-13,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,-4.1%,-4.1%,-4.1%
2012-11-13,3:45pm,EUR,French Prelim Private Payrolls q/q,Medium,-0.3%,-0.2%,-0.1%
2012-11-13,4:15pm,CHF,PPI m/m,Medium,-0.1%,0.2%,0.3%
2012-11-13,All Day,EUR,ECOFIN Meetings,Medium,,,
2012-11-13,5:30pm,GBP,CPI y/y,High,2.7%,2.3%,2.2%
2012-11-13,5:30pm,GBP,PPI Input m/m,Medium,0.4%,-0.4%,-0.1%
2012-11-13,5:30pm,GBP,RPI y/y,Medium,3.2%,2.9%,2.6%
2012-11-13,5:30pm,GBP,Core CPI y/y,Non-economic,2.6%,2.2%,2.1%
2012-11-13,5:30pm,GBP,ONS HPI y/y,Non-economic,1.7%,2.1%,1.9%
2012-11-13,5:30pm,GBP,PPI Output m/m,Non-economic,0.1%,0.2%,0.5%
2012-11-13,6:00pm,EUR,German ZEW Economic Sentiment,High,-15.7,-9.9,-11.5
2012-11-13,6:00pm,EUR,ZEW Economic Sentiment,Medium,-2.6,0.2,-1.4
2012-11-13,8:30pm,USD,NFIB Small Business Index,Non-economic,93.1,93.0,92.8
2012-11-13,11:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,48.6,53.8,54.0
2012-11-14,3:00am,USD,Federal Budget Balance,Medium,-120.0B,-113.5B,75.0B
2012-11-14,4:30am,USD,FOMC Member Yellen Speaks,Medium,,,
2012-11-14,5:45am,NZD,Core Retail Sales q/q,High,-0.3%,0.6%,0.9%
2012-11-14,5:45am,NZD,Retail Sales q/q,Medium,-0.4%,0.4%,1.3%
2012-11-14,7:30am,AUD,Westpac Consumer Sentiment,Medium,5.2%,,1.0%
2012-11-14,8:30am,AUD,Wage Price Index q/q,Medium,0.7%,0.8%,1.0%
2012-11-14,3:45pm,EUR,French Final CPI m/m,Non-economic,0.2%,0.2%,-0.3%
2012-11-14,5:30pm,GBP,Claimant Count Change,High,10.1K,-0.5K,0.8K
2012-11-14,5:30pm,GBP,Unemployment Rate,Medium,7.8%,7.9%,7.9%
2012-11-14,5:30pm,GBP,Average Earnings Index 3m/y,Non-economic,1.8%,1.8%,1.7%
2012-11-14,6:00pm,CHF,UBS Economic Expectations,Medium,-27.9,,-28.9
2012-11-14,6:00pm,EUR,Industrial Production m/m,Medium,-2.5%,-1.6%,0.9%
2012-11-14,6:26pm,EUR,Italian 10-y Bond Auction,Medium,4.81|1.5,,4.92|1.4
2012-11-14,6:30pm,GBP,BOE Gov King Speaks,High,,,
2012-11-14,6:30pm,GBP,BOE Monetary Policy Report,High,,,
2012-11-14,9:30pm,USD,Core Retail Sales m/m,High,0.0%,0.2%,1.2%
2012-11-14,9:30pm,USD,PPI m/m,High,-0.2%,0.2%,1.1%
2012-11-14,9:30pm,USD,Retail Sales m/m,High,-0.3%,-0.2%,1.3%
2012-11-14,9:30pm,USD,Core PPI m/m,Medium,-0.2%,0.1%,0.0%
2012-11-14,11:00pm,USD,Business Inventories m/m,Medium,0.7%,0.5%,0.6%
2012-11-15,3:00am,USD,FOMC Meeting Minutes,High,,,
2012-11-15,5:27am,NZD,BusinessNZ Manufacturing Index,Non-economic,50.5,,48.5
2012-11-15,8:00am,AUD,MI Inflation Expectations,Medium,2.2%,,2.6%
2012-11-15,8:30am,AUD,New Motor Vehicle Sales m/m,Medium,-2.8%,,4.6%
2012-11-15,9:45am,USD,FOMC Member Williams Speaks,Medium,,,
2012-11-15,2:30pm,EUR,French Prelim GDP q/q,Medium,0.2%,0.0%,-0.1%
2012-11-15,3:00pm,EUR,German Prelim GDP q/q,Medium,0.2%,0.1%,0.3%
2012-11-15,5:00pm,EUR,ECB Monthly Bulletin,Medium,,,
2012-11-15,5:00pm,EUR,Italian Prelim GDP q/q,Medium,-0.2%,-0.4%,-0.7%
2012-11-15,5:30pm,GBP,Retail Sales m/m,High,-0.8%,-0.1%,0.5%
2012-11-15,6:00pm,EUR,Final Core CPI y/y,Medium,1.5%,1.5%,1.5%
2012-11-15,6:00pm,EUR,Final CPI y/y,Medium,2.5%,2.5%,2.5%
2012-11-15,6:00pm,EUR,Flash GDP q/q,Medium,-0.1%,-0.2%,-0.2%
2012-11-15,9:30pm,CAD,Manufacturing Sales m/m,Medium,0.4%,0.3%,0.9%
2012-11-15,9:30pm,USD,Core CPI m/m,High,0.2%,0.1%,0.1%
2012-11-15,9:30pm,USD,CPI y/y,High,2.2%,2.1%,2.0%
2012-11-15,9:30pm,USD,Unemployment Claims,High,439K,372K,361K
2012-11-15,9:30pm,USD,CPI m/m,Medium,0.1%,0.1%,0.6%
2012-11-15,9:30pm,USD,Empire State Manufacturing Index,Medium,-5.2,-7.2,-6.2
2012-11-15,10:00pm,USD,FOMC Member Lacker Speaks,Medium,,,
2012-11-15,11:00pm,USD,Philly Fed Manufacturing Index,High,-10.7,1.1,5.7
2012-11-15,11:00pm,USD,Mortgage Delinquencies,Medium,7.40%,,7.58%
2012-11-15,11:30pm,CAD,BOC Review,Non-economic,,,
2012-11-15,11:30pm,USD,Natural Gas Storage,Non-economic,-18B,-13B,21B
2012-11-16,12:00am,USD,Crude Oil Inventories,Medium,1.1M,2.5M,1.8M
2012-11-16,2:20am,USD,Fed Chairman Bernanke Speaks,High,,,
2012-11-16,7:30am,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-11-16,3:30pm,CHF,SNB Chairman Jordan Speaks,High,,,
2012-11-16,5:00pm,EUR,Current Account,Medium,0.8B,9.2B,10.9B
2012-11-16,5:00pm,EUR,Italian Trade Balance,Non-economic,0.41B,-0.54B,-0.48B
2012-11-16,6:00pm,EUR,Trade Balance,Non-economic,11.3B,10.6B,8.9B
2012-11-16,6:30pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-11-16,9:30pm,CAD,Foreign Securities Purchases,Medium,13.92B,7.45B,7.56B
2012-11-16,10:00pm,USD,TIC Long-Term Purchases,Medium,3.3B,75.0B,90.3B
2012-11-16,10:15pm,USD,Capacity Utilization Rate,Medium,77.8%,78.4%,78.2%
2012-11-16,10:15pm,USD,Industrial Production m/m,Medium,-0.4%,0.2%,0.2%
2012-11-17,4:45am,USD,FOMC Member Lockhart Speaks,Medium,,,
2012-11-19,5:30am,NZD,BusinessNZ Services Index,Non-economic,57.4,,51.3
2012-11-19,5:45am,NZD,PPI Input q/q,High,-1.0%,0.3%,0.6%
2012-11-19,5:45am,NZD,PPI Output q/q,Non-economic,-0.9%,0.2%,0.3%
2012-11-19,7:22am,GBP,Rightmove HPI m/m,Medium,-2.6%,,3.5%
2012-11-19,4:30pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-11-19,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2012-11-19,11:00pm,USD,Existing Home Sales,High,4.79M,4.76M,4.69M
2012-11-19,11:00pm,USD,NAHB Housing Market Index,Non-economic,46,41,41
2012-11-20,7:00am,AUD,CB Leading Index m/m,Medium,-0.3%,,-0.8%
2012-11-20,8:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2012-11-20,10:00am,CNY,Foreign Direct Investment ytd/y,Non-economic,-3.5%,,-3.8%
2012-11-20,11:14am,JPY,Monetary Policy Statement,High,,,
2012-11-20,11:14am,JPY,Overnight Call Rate,High,<0.10%,<0.10%,<0.10%
2012-11-20,12:30pm,JPY,All Industries Activity m/m,Non-economic,-0.3%,-0.4%,0.0%
2012-11-20,3:00pm,AUD,RBA Gov Stevens Speaks,High,,,
2012-11-20,3:00pm,CHF,Trade Balance,Medium,2.82B,2.36B,1.93B
2012-11-20,3:00pm,EUR,German PPI m/m,Medium,0.0%,0.1%,0.3%
2012-11-20,3:29pm,JPY,BOJ Press Conference,High,,,
2012-11-20,All Day,EUR,Eurogroup Meetings,High,,,
2012-11-20,9:30pm,CAD,Wholesale Sales m/m,Medium,-1.4%,0.5%,0.3%
2012-11-20,9:30pm,NZD,GDT Price Index,Non-economic,-0.8%,,0.0%
2012-11-20,9:30pm,USD,Building Permits,High,0.87M,0.87M,0.89M
2012-11-20,9:30pm,USD,Housing Starts,Medium,0.89M,0.84M,0.86M
2012-11-20,10:00pm,USD,FOMC Member Lacker Speaks,Medium,,,
2012-11-21,1:15am,USD,Fed Chairman Bernanke Speaks,High,,,
2012-11-21,7:30am,AUD,MI Leading Index m/m,Medium,0.7%,,0.4%
2012-11-21,7:50am,JPY,Trade Balance,Medium,-0.62T,-0.46T,-0.96T
2012-11-21,10:00am,CNY,CB Leading Index m/m,Non-economic,1.5%,,0.2%
2012-11-21,10:00am,NZD,Credit Card Spending y/y,Non-economic,-0.9%,,1.5%
2012-11-21,1:00pm,JPY,BOJ Monthly Report,Non-economic,,,
2012-11-21,5:30pm,GBP,MPC Asset Purchase Facility Votes,High,1-0-8,0-0-9,0-0-9
2012-11-21,5:30pm,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2012-11-21,5:30pm,GBP,Public Sector Net Borrowing,High,6.5B,4.1B,9.9B
2012-11-21,6:35pm,EUR,German 10-y Bond Auction,Medium,1.40|1.5,,1.56|1.5
2012-11-21,9:30pm,USD,Unemployment Claims,High,410K,415K,451K
2012-11-21,10:00pm,USD,Flash Manufacturing PMI,Medium,52.4,51.2,51.0
2012-11-21,10:30pm,GBP,MPC Member Weale Speaks,Medium,,,
2012-11-21,10:55pm,USD,Revised UoM Consumer Sentiment,Medium,82.7,84.3,84.9
2012-11-21,10:55pm,USD,Revised UoM Inflation Expectations,Non-economic,3.1%,,3.0%
2012-11-21,11:00pm,USD,CB Leading Index m/m,Non-economic,0.2%,0.2%,0.5%
2012-11-21,11:30pm,USD,Crude Oil Inventories,Medium,-1.5M,0.8M,1.1M
2012-11-22,12:35am,CAD,Gov Council Member Lane Speaks,Medium,,,
2012-11-22,1:00am,CHF,Gov Board Member Zurbrugg Speaks,Medium,,,
2012-11-22,1:00am,USD,Natural Gas Storage,Non-economic,-38B,-27B,-18B
2012-11-22,5:47am,NZD,Visitor Arrivals m/m,Non-economic,-1.7%,,-4.0%
2012-11-22,9:45am,CNY,Caixin Flash Manufacturing PMI,High,50.4,,49.5
2012-11-22,4:00pm,EUR,French Flash Manufacturing PMI,High,44.7,44.1,43.7
2012-11-22,4:00pm,EUR,French Flash Services PMI,Medium,46.1,45.3,44.6
2012-11-22,4:30pm,EUR,German Flash Manufacturing PMI,High,46.8,45.9,46.0
2012-11-22,4:30pm,EUR,German Flash Services PMI,Medium,48.0,48.5,48.4
2012-11-22,5:00pm,EUR,Flash Manufacturing PMI,Medium,46.2,45.6,45.4
2012-11-22,5:00pm,EUR,Flash Services PMI,Medium,45.7,46.1,46.0
2012-11-22,Day 1,EUR,EU Economic Summit,High,,,
2012-11-22,5:46pm,EUR,Spanish 10-y Bond Auction,Medium,5.52|1.8,,5.46|1.9
2012-11-22,7:00pm,GBP,CBI Industrial Order Expectations,Medium,-21,-19,-23
2012-11-22,All Day,USD,Bank Holiday,Low,,,
2012-11-22,9:30pm,CAD,Core Retail Sales m/m,High,0.0%,0.5%,0.5%
2012-11-22,9:30pm,CAD,Retail Sales m/m,Medium,0.1%,0.5%,0.3%
2012-11-22,11:00pm,EUR,Consumer Confidence,Non-economic,-27,-26,-26
2012-11-23,All Day,JPY,Bank Holiday,Low,,,
2012-11-23,3:00pm,EUR,German Final GDP q/q,Non-economic,0.2%,0.2%,0.2%
2012-11-23,5:00pm,EUR,ECB President Draghi Speaks,High,,,
2012-11-23,5:00pm,EUR,Italian Retail Sales m/m,Non-economic,0.1%,0.3%,0.0%
2012-11-23,5:02pm,EUR,German ifo Business Climate,High,101.4,99.6,100.0
2012-11-23,Day 2,EUR,EU Economic Summit,High,,,
2012-11-23,5:30pm,GBP,High Street Lending,Medium,33.0K,32.3K,31.5K
2012-11-23,9:30pm,CAD,Core CPI m/m,High,0.3%,0.2%,0.2%
2012-11-23,9:30pm,CAD,CPI m/m,Medium,0.2%,0.2%,0.2%
2012-11-23,10:00pm,EUR,Belgian NBB Business Climate,Non-economic,-13.4,-13.2,-13.5
2012-11-24,All Day,EUR,Eurogroup Meetings,Medium,,,
2012-11-26,7:50am,JPY,Monetary Policy Meeting Minutes,Medium,,,
2012-11-26,9:00am,JPY,BOJ Gov Shirakawa Speaks,Medium,,,
2012-11-26,4:15pm,CHF,Employment Level,Medium,4.12M,4.09M,4.07M
2012-11-26,All Day,EUR,Eurogroup Meetings,High,,,
2012-11-26,8:00pm,EUR,German GfK Consumer Climate,Medium,5.9,6.3,6.1
2012-11-27,5:45am,NZD,Trade Balance,Non-economic,-718M,-490M,-775M
2012-11-27,7:50am,JPY,SPPI y/y,Non-economic,-0.7%,-0.6%,-0.5%
2012-11-27,10:00am,NZD,Inflation Expectations q/q,Medium,2.27%,,2.32%
2012-11-27,3:00pm,CHF,UBS Consumption Indicator,Non-economic,1.31,,1.04
2012-11-27,3:00pm,EUR,German Import Prices m/m,Non-economic,-0.6%,-0.5%,-0.7%
2012-11-27,5:30pm,GBP,Second Estimate GDP q/q,High,1.0%,1.0%,1.0%
2012-11-27,5:30pm,GBP,Prelim Business Investment q/q,Medium,3.7%,1.3%,0.9%
2012-11-27,5:30pm,GBP,Index of Services 3m/3m,Non-economic,1.3%,-1.0%,0.3%
2012-11-27,6:00pm,GBP,Monetary Policy Report Hearings,High,,,
2012-11-27,7:30pm,USD,FOMC Member Lockhart Speaks,Medium,,,
2012-11-27,9:30pm,CAD,Corporate Profits q/q,Non-economic,3.7%,,-4.9%
2012-11-27,9:30pm,USD,Core Durable Goods Orders m/m,High,1.5%,-0.6%,1.7%
2012-11-27,9:30pm,USD,Durable Goods Orders m/m,Medium,0.0%,-0.6%,9.2%
2012-11-27,9:30pm,USD,Fed Chairman Bernanke Speaks,Medium,,,
2012-11-27,10:00pm,USD,S&P/CS Composite-20 HPI y/y,Medium,3.0%,2.9%,2.0%
2012-11-27,10:59pm,USD,Richmond Manufacturing Index,Non-economic,9,-2,-7
2012-11-27,11:00pm,USD,CB Consumer Confidence,High,73.7,73.1,73.1
2012-11-27,11:00pm,USD,HPI m/m,Non-economic,0.2%,0.4%,0.5%
2012-11-28,5:00am,USD,Treasury Currency Report,Medium,,,
2012-11-28,8:30am,AUD,Construction Work Done q/q,Medium,1.7%,2.4%,0.9%
2012-11-28,All Day,EUR,German Prelim CPI m/m,Medium,-0.1%,-0.1%,0.0%
2012-11-28,5:00pm,EUR,M3 Money Supply y/y,Medium,3.9%,2.8%,2.6%
2012-11-28,5:00pm,EUR,Private Loans y/y,Non-economic,-0.7%,-0.8%,-0.9%
2012-11-28,11:00pm,USD,New Home Sales,High,368K,387K,369K
2012-11-28,11:30pm,USD,Crude Oil Inventories,Medium,-0.3M,0.5M,-1.5M
2012-11-29,12:30am,USD,President Obama Speaks,Non-economic,,,
2012-11-29,1:00am,GBP,Net Lending to Individuals m/m,Medium,-0.3B,0.9B,1.7B
2012-11-29,1:00am,GBP,Mortgage Approvals,Non-economic,53K,52K,50K
2012-11-29,1:15am,CHF,SNB Chairman Jordan Speaks,High,,,
2012-11-29,1:15am,USD,FOMC Member Tarullo Speaks,Non-economic,,,
2012-11-29,3:00am,USD,Beige Book,Medium,,,
2012-11-29,7:50am,JPY,Retail Sales y/y,Medium,-1.2%,-0.7%,0.4%
2012-11-29,8:00am,AUD,HIA New Home Sales m/m,Medium,3.4%,,-3.7%
2012-11-29,8:00am,NZD,ANZ Business Confidence,High,26.4,,17.2
2012-11-29,8:30am,AUD,Private Capital Expenditure q/q,High,2.8%,2.1%,3.4%
2012-11-29,2:45pm,CHF,GDP q/q,Medium,0.6%,0.2%,-0.1%
2012-11-29,3:00pm,GBP,Nationwide HPI m/m,Medium,0.0%,0.2%,0.6%
2012-11-29,4:55pm,EUR,German Unemployment Change,Medium,5K,15K,19K
2012-11-29,5:10pm,EUR,Retail PMI,Non-economic,45.8,,45.3
2012-11-29,5:30pm,GBP,FPC Statement,Non-economic,,,
2012-11-29,5:30pm,GBP,M4 Money Supply m/m,Non-economic,0.2%,0.4%,0.2%
2012-11-29,6:15pm,EUR,Italian 10-y Bond Auction,Medium,4.45|1.2,,4.81|1.5
2012-11-29,6:30pm,GBP,BOE Gov King Speaks,High,,,
2012-11-29,6:30pm,GBP,BOE Financial Stability Report,Medium,,,
2012-11-29,7:00pm,GBP,CBI Realized Sales,Medium,33,19,30
2012-11-29,9:30pm,CAD,Current Account,Medium,-18.9B,-18.0B,-18.4B
2012-11-29,9:30pm,CAD,RMPI m/m,Medium,0.0%,-0.4%,1.3%
2012-11-29,9:30pm,CAD,IPPI m/m,Non-economic,-0.1%,0.0%,0.5%
2012-11-29,9:30pm,USD,Prelim GDP q/q,High,2.7%,2.8%,2.0%
2012-11-29,9:30pm,USD,Unemployment Claims,High,393K,392K,416K
2012-11-29,9:30pm,USD,Prelim GDP Price Index q/q,Non-economic,2.7%,2.8%,2.8%
2012-11-29,10:00pm,USD,FOMC Member Dudley Speaks,Non-economic,,,
2012-11-29,11:00pm,USD,Pending Home Sales m/m,High,5.2%,0.9%,0.4%
2012-11-29,11:30pm,USD,Natural Gas Storage,Non-economic,4B,-5B,-38B
2012-11-30,12:20am,EUR,German Buba President Weidmann Speaks,Medium,,,
2012-11-30,5:45am,NZD,Building Consents m/m,Non-economic,-1.5%,,7.6%
2012-11-30,7:15am,JPY,Final Manufacturing PMI,Non-economic,46.5,,46.9
2012-11-30,7:30am,JPY,Household Spending y/y,Medium,-0.1%,-0.8%,-0.9%
2012-11-30,7:30am,JPY,Tokyo Core CPI y/y,Medium,-0.5%,-0.4%,-0.4%
2012-11-30,7:30am,JPY,National Core CPI y/y,Non-economic,0.0%,-0.1%,-0.1%
2012-11-30,7:30am,JPY,Unemployment Rate,Non-economic,4.2%,4.2%,4.2%
2012-11-30,7:50am,JPY,Prelim Industrial Production m/m,Medium,1.8%,-1.8%,-4.1%
2012-11-30,8:01am,GBP,GfK Consumer Confidence,Non-economic,-22,-30,-30
2012-11-30,8:30am,AUD,Private Sector Credit m/m,Medium,0.1%,0.3%,0.3%
2012-11-30,1:00pm,JPY,Housing Starts y/y,Non-economic,25.2%,10.3%,15.5%
2012-11-30,3:00pm,EUR,German Retail Sales m/m,Medium,-2.8%,-0.3%,0.5%
2012-11-30,3:45pm,EUR,French Consumer Spending m/m,Medium,-0.2%,-0.1%,0.0%
2012-11-30,4:00pm,CHF,KOF Economic Barometer,Medium,1.50,1.61,1.64
2012-11-30,4:00pm,EUR,ECB President Draghi Speaks,High,,,
2012-11-30,4:00pm,EUR,Spanish Flash CPI y/y,Non-economic,2.9%,3.2%,3.5%
2012-11-30,5:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,11.1%,10.9%,10.8%
2012-11-30,5:00pm,EUR,Italian Quarterly Unemployment Rate,Non-economic,10.6%,10.6%,10.5%
2012-11-30,6:00pm,EUR,CPI Flash Estimate y/y,Medium,2.2%,2.4%,2.5%
2012-11-30,6:00pm,EUR,Unemployment Rate,Medium,11.7%,11.7%,11.6%
2012-11-30,6:00pm,EUR,Italian Prelim CPI m/m,Non-economic,-0.2%,0.0%,0.0%
2012-11-30,9:30pm,CAD,GDP m/m,High,0.0%,0.1%,-0.1%
2012-11-30,9:30pm,USD,Core PCE Price Index m/m,Medium,0.1%,0.2%,0.1%
2012-11-30,9:30pm,USD,Personal Spending m/m,Medium,-0.2%,0.1%,0.8%
2012-11-30,9:30pm,USD,Personal Income m/m,Non-economic,0.0%,0.2%,0.4%
2012-11-30,10:45pm,USD,Chicago PMI,Medium,50.4,50.7,49.9
