Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2024-01-03,7:30pm,JPY,Final Manufacturing PMI,Non-economic,47.9,47.7,47.7,2024-01-03 19:30:00
2024-01-03,8:45pm,CNY,RatingDog Services PMI,Medium,52.9,51.6,51.5,2024-01-03 20:45:00
2024-01-04,All Day,EUR,German Prelim CPI m/m,High,0.1%,0.2%,-0.4%,2024-01-04 00:00:00
2024-01-04,2:45am,EUR,French Prelim CPI m/m,Non-economic,0.1%,0.2%,-0.2%,2024-01-04 02:45:00
2024-01-04,3:15am,EUR,Spanish Services PMI,Non-economic,51.5,51.1,51.0,2024-01-04 03:15:00
2024-01-04,3:45am,EUR,Italian Services PMI,Non-economic,49.8,49.8,49.5,2024-01-04 03:45:00
2024-01-04,3:50am,EUR,French Final Services PMI,Non-economic,45.7,44.3,44.3,2024-01-04 03:50:00
2024-01-04,3:55am,EUR,German Final Services PMI,Non-economic,49.3,48.4,48.4,2024-01-04 03:55:00
2024-01-04,4:00am,EUR,Final Services PMI,Non-economic,48.8,48.1,48.1,2024-01-04 04:00:00
2024-01-04,4:30am,GBP,Final Services PMI,Non-economic,53.4,52.7,52.7,2024-01-04 04:30:00
2024-01-04,4:30am,GBP,M4 Money Supply m/m,Non-economic,-0.1%,0.2%,0.3%,2024-01-04 04:30:00
2024-01-04,4:30am,GBP,Mortgage Approvals,Non-economic,50K,48K,48K,2024-01-04 04:30:00
2024-01-04,4:30am,GBP,Net Lending to Individuals m/m,Non-economic,2.0B,1.6B,1.3B,2024-01-04 04:30:00
2024-01-04,5:01am,EUR,French 10-y Bond Auction,Non-economic,2.59|1.8,,2.75|3.0,2024-01-04 05:01:00
2024-01-04,7:30am,USD,Challenger Job Cuts y/y,Non-economic,-20.2%,,-40.8%,2024-01-04 07:30:00
2024-01-04,8:15am,USD,ADP Non-Farm Employment Change,High,164K,120K,101K,2024-01-04 08:15:00
2024-01-04,8:30am,USD,Unemployment Claims,High,202K,217K,220K,2024-01-04 08:30:00
2024-01-04,9:45am,USD,Final Services PMI,Non-economic,51.4,51.3,51.3,2024-01-04 09:45:00
2024-01-04,10:30am,USD,Natural Gas Storage,Non-economic,-14B,-33B,-87B,2024-01-04 10:30:00
2024-01-04,11:00am,USD,Crude Oil Inventories,Non-economic,-5.5M,-3.2M,-7.1M,2024-01-04 11:00:00
2024-01-04,6:50pm,JPY,Monetary Base y/y,Non-economic,7.8%,9.0%,8.9%,2024-01-04 18:50:00
2024-01-05,12:00am,JPY,Consumer Confidence,Non-economic,37.2,36.4,36.1,2024-01-05 00:00:00
2024-01-05,2:00am,EUR,German Retail Sales m/m,Non-economic,-2.5%,-0.5%,1.3%,2024-01-05 02:00:00
2024-01-05,2:00am,GBP,Halifax HPI m/m,Non-economic,1.1%,0.1%,0.6%,2024-01-05 02:00:00
2024-01-05,4:30am,GBP,Construction PMI,Medium,46.8,46.1,45.5,2024-01-05 04:30:00
2024-01-05,5:00am,EUR,Core CPI Flash Estimate y/y,Medium,3.4%,3.4%,3.6%,2024-01-05 05:00:00
2024-01-05,5:00am,EUR,CPI Flash Estimate y/y,Medium,2.9%,3.0%,2.4%,2024-01-05 05:00:00
2024-01-05,5:00am,EUR,PPI m/m,Non-economic,-0.3%,-0.1%,0.3%,2024-01-05 05:00:00
2024-01-05,5:00am,EUR,Italian Prelim CPI m/m,Non-economic,0.2%,0.2%,-0.5%,2024-01-05 05:00:00
2024-01-05,8:30am,CAD,Employment Change,High,0.1K,12.2K,24.9K,2024-01-05 08:30:00
2024-01-05,8:30am,CAD,Unemployment Rate,High,5.8%,5.9%,5.8%,2024-01-05 08:30:00
2024-01-05,8:30am,USD,Average Hourly Earnings m/m,High,0.4%,0.3%,0.4%,2024-01-05 08:30:00
2024-01-05,8:30am,USD,Non-Farm Employment Change,High,216K,168K,173K,2024-01-05 08:30:00
2024-01-05,8:30am,USD,Unemployment Rate,High,3.7%,3.8%,3.7%,2024-01-05 08:30:00
2024-01-05,10:00am,CAD,Ivey PMI,Medium,56.3,55.0,54.7,2024-01-05 10:00:00
2024-01-05,10:00am,USD,ISM Services PMI,High,50.6,52.5,52.7,2024-01-05 10:00:00
2024-01-05,10:00am,USD,Factory Orders m/m,Non-economic,2.6%,2.0%,-3.4%,2024-01-05 10:00:00
2024-01-05,1:30pm,USD,FOMC Member Barkin Speaks,Medium,,,,2024-01-05 13:30:00
2024-01-07,All Day,JPY,Bank Holiday,Low,,,,2024-01-07 00:00:00
2024-01-08,2:00am,EUR,German Factory Orders m/m,Non-economic,0.3%,1.1%,-3.8%,2024-01-08 02:00:00
2024-01-08,2:00am,EUR,German Trade Balance,Non-economic,20.4B,17.9B,17.7B,2024-01-08 02:00:00
2024-01-08,2:30am,CHF,CPI m/m,High,0.0%,-0.1%,-0.2%,2024-01-08 02:30:00
2024-01-08,2:30am,CHF,Retail Sales y/y,Non-economic,0.7%,0.0%,-0.3%,2024-01-08 02:30:00
2024-01-08,4:30am,EUR,Sentix Investor Confidence,Non-economic,-15.8,-15.5,-16.8,2024-01-08 04:30:00
2024-01-08,5:00am,EUR,Retail Sales m/m,Non-economic,-0.3%,-0.3%,0.4%,2024-01-08 05:00:00
2024-01-08,12:30pm,USD,FOMC Member Bostic Speaks,Non-economic,,,,2024-01-08 12:30:00
2024-01-08,3:00pm,USD,Consumer Credit m/m,Non-economic,23.8B,8.9B,5.8B,2024-01-08 15:00:00
2024-01-08,6:30pm,JPY,Tokyo Core CPI y/y,Medium,2.1%,2.1%,2.3%,2024-01-08 18:30:00
2024-01-08,6:30pm,JPY,Household Spending y/y,Non-economic,-2.9%,-2.2%,-2.5%,2024-01-08 18:30:00
2024-01-08,7:01pm,GBP,BRC Retail Sales Monitor y/y,Non-economic,1.9%,2.3%,2.6%,2024-01-08 19:01:00
2024-01-08,7:30pm,AUD,Retail Sales m/m,Medium,2.0%,1.2%,-0.4%,2024-01-08 19:30:00
2024-01-08,7:30pm,AUD,Building Approvals m/m,Non-economic,1.6%,-1.9%,7.2%,2024-01-08 19:30:00
2024-01-09,1:45am,CHF,Unemployment Rate,Non-economic,2.2%,2.2%,2.1%,2024-01-09 01:45:00
2024-01-09,2:00am,EUR,German Industrial Production m/m,Non-economic,-0.7%,0.4%,-0.3%,2024-01-09 02:00:00
2024-01-09,2:45am,EUR,French Trade Balance,Non-economic,-5.9B,-7.9B,-8.5B,2024-01-09 02:45:00
2024-01-09,3:00am,CHF,Foreign Currency Reserves,Medium,654B,,642B,2024-01-09 03:00:00
2024-01-09,4:00am,EUR,Italian Monthly Unemployment Rate,Non-economic,7.5%,7.8%,7.7%,2024-01-09 04:00:00
2024-01-09,5:00am,EUR,Unemployment Rate,Non-economic,6.4%,6.5%,6.5%,2024-01-09 05:00:00
2024-01-09,6:00am,USD,NFIB Small Business Index,Non-economic,91.9,90.7,90.6,2024-01-09 06:00:00
2024-01-09,8:30am,CAD,Building Permits m/m,Non-economic,-3.9%,-1.5%,3.0%,2024-01-09 08:30:00
2024-01-09,8:30am,CAD,Trade Balance,Non-economic,1.6B,2.0B,3.2B,2024-01-09 08:30:00
2024-01-09,8:30am,USD,Trade Balance,Non-economic,-63.2B,-64.9B,-64.5B,2024-01-09 08:30:00
2024-01-09,10:02am,USD,RCM/TIPP Economic Optimism,Non-economic,44.7,42.0,40.0,2024-01-09 10:02:00
2024-01-09,12:00pm,USD,FOMC Member Barr Speaks,Non-economic,,,,2024-01-09 12:00:00
2024-01-09,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2024-01-09 16:30:00
2024-01-09,6:30pm,JPY,Average Cash Earnings y/y,Non-economic,0.2%,1.5%,1.5%,2024-01-09 18:30:00
2024-01-09,7:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,2.4%,,-1.2%,2024-01-09 19:00:00
2024-01-09,7:30pm,AUD,CPI y/y,High,4.3%,4.4%,4.9%,2024-01-09 19:30:00
2024-01-09,10:35pm,JPY,10-y Bond Auction,Non-economic,0.60|2.9,,0.70|2.8,2024-01-09 22:35:00
2024-01-10,2:45am,EUR,French Industrial Production m/m,Non-economic,0.5%,0.1%,-0.3%,2024-01-10 02:45:00
2024-01-10,4:00am,EUR,Italian Retail Sales m/m,Non-economic,0.4%,0.2%,0.4%,2024-01-10 04:00:00
2024-01-10,5:34am,EUR,German 10-y Bond Auction,Non-economic,2.19|1.7,,2.45|1.7,2024-01-10 05:34:00
2024-01-10,9:15am,GBP,BOE Gov Bailey Speaks,High,,,,2024-01-10 09:15:00
2024-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,-0.2%,-0.2%,-0.2%,2024-01-10 10:00:00
2024-01-10,10:30am,USD,Crude Oil Inventories,Non-economic,1.3M,-0.2M,-5.5M,2024-01-10 10:30:00
2024-01-10,1:01pm,USD,10-y Bond Auction,Medium,4.02|2.6,,4.30|2.5,2024-01-10 13:01:00
2024-01-10,3:15pm,USD,FOMC Member Williams Speaks,Non-economic,,,,2024-01-10 15:15:00
2024-01-10,4:45pm,NZD,Building Consents m/m,Non-economic,-10.6%,,8.5%,2024-01-10 16:45:00
2024-01-10,7:30pm,AUD,Goods Trade Balance,Non-economic,11.44B,7.50B,7.66B,2024-01-10 19:30:00
2024-01-11,12:00am,JPY,Leading Indicators,Non-economic,107.7%,107.9%,108.9%,2024-01-11 00:00:00
2024-01-11,4:00am,EUR,ECB Economic Bulletin,Non-economic,,,,2024-01-11 04:00:00
2024-01-11,4:00am,EUR,Italian Industrial Production m/m,Non-economic,-1.5%,-0.2%,-0.2%,2024-01-11 04:00:00
2024-01-11,4:30am,GBP,Housing Equity Withdrawal q/q,Non-economic,-21.8B,-20.4B,-23.5B,2024-01-11 04:30:00
2024-01-11,8:30am,USD,Core CPI m/m,High,0.3%,0.3%,0.3%,2024-01-11 08:30:00
2024-01-11,8:30am,USD,CPI m/m,High,0.3%,0.2%,0.1%,2024-01-11 08:30:00
2024-01-11,8:30am,USD,CPI y/y,High,3.4%,3.2%,3.1%,2024-01-11 08:30:00
2024-01-11,8:30am,USD,Unemployment Claims,High,202K,209K,203K,2024-01-11 08:30:00
2024-01-11,10:30am,USD,Natural Gas Storage,Non-economic,-140B,-121B,-14B,2024-01-11 10:30:00
2024-01-11,1:01pm,USD,30-y Bond Auction,Medium,4.23|2.4,,4.34|2.4,2024-01-11 13:01:00
2024-01-11,2:00pm,USD,Federal Budget Balance,Non-economic,-129.4B,-66.2B,-314.0B,2024-01-11 14:00:00
2024-01-11,6:50pm,JPY,Bank Lending y/y,Non-economic,3.1%,2.7%,2.8%,2024-01-11 18:50:00
2024-01-11,6:50pm,JPY,Current Account,Non-economic,1.89T,2.18T,2.62T,2024-01-11 18:50:00
2024-01-11,7:30pm,AUD,Household Spending m/m,Non-economic,7.4%,,-0.5%,2024-01-11 19:30:00
2024-01-11,8:30pm,CNY,CPI y/y,High,-0.3%,-0.4%,-0.5%,2024-01-11 20:30:00
2024-01-11,8:30pm,CNY,PPI y/y,Medium,-2.7%,-2.6%,-3.0%,2024-01-11 20:30:00
2024-01-11,9:11pm,CNY,Trade Balance,Non-economic,541B,520B,491B,2024-01-11 21:11:00
2024-01-11,9:12pm,CNY,USD-Denominated Trade Balance,Non-economic,75.3B,76.2B,68.4B,2024-01-11 21:12:00
2024-01-11,10:35pm,JPY,30-y Bond Auction,Non-economic,1.63|3.0,,1.62|2.6,2024-01-11 22:35:00
2024-01-12,12:00am,JPY,Economy Watchers Sentiment,Non-economic,50.7,49.9,49.5,2024-01-12 00:00:00
2024-01-12,2:00am,GBP,GDP m/m,High,0.3%,0.2%,-0.3%,2024-01-12 02:00:00
2024-01-12,2:00am,GBP,Construction Output m/m,Non-economic,-0.2%,0.2%,-0.4%,2024-01-12 02:00:00
2024-01-12,2:00am,GBP,Goods Trade Balance,Non-economic,-14.2B,-15.7B,-15.9B,2024-01-12 02:00:00
2024-01-12,2:00am,GBP,Index of Services 3m/3m,Non-economic,0.0%,0.1%,-0.1%,2024-01-12 02:00:00
2024-01-12,2:00am,GBP,Industrial Production m/m,Non-economic,0.3%,0.3%,-1.3%,2024-01-12 02:00:00
2024-01-12,2:00am,GBP,Manufacturing Production m/m,Non-economic,0.4%,0.3%,-1.2%,2024-01-12 02:00:00
2024-01-12,2:45am,EUR,French Consumer Spending m/m,Non-economic,0.7%,-0.1%,-0.9%,2024-01-12 02:45:00
2024-01-12,2:45am,EUR,French Final CPI m/m,Non-economic,0.1%,0.1%,0.1%,2024-01-12 02:45:00
2024-01-12,4:36am,CNY,New Loans,Medium,1170B,1360B,1090B,2024-01-12 04:36:00
2024-01-12,4:36am,CNY,M2 Money Supply y/y,Non-economic,9.7%,10.1%,10.0%,2024-01-12 04:36:00
2024-01-12,7:35am,GBP,NIESR GDP Estimate,Non-economic,0.0%,,-0.2%,2024-01-12 07:35:00
2024-01-12,8:30am,USD,Core PPI m/m,High,0.0%,0.2%,0.0%,2024-01-12 08:30:00
2024-01-12,8:30am,USD,PPI m/m,High,-0.1%,0.1%,-0.1%,2024-01-12 08:30:00
2024-01-14,6:50pm,JPY,M2 Money Stock y/y,Non-economic,2.3%,2.2%,2.3%,2024-01-14 18:50:00
2024-01-14,7:01pm,GBP,Rightmove HPI m/m,Non-economic,1.3%,,-1.9%,2024-01-14 19:01:00
2024-01-14,7:13pm,AUD,MI Inflation Gauge m/m,Non-economic,1.0%,,0.3%,2024-01-14 19:13:00
2024-01-14,7:30pm,AUD,ANZ Job Advertisements m/m,Non-economic,0.1%,,-5.1%,2024-01-14 19:30:00
2024-01-15,12:59am,JPY,Prelim Machine Tool Orders y/y,Non-economic,-9.9%,,-13.6%,2024-01-15 00:59:00
2024-01-15,2:00am,EUR,German WPI m/m,Non-economic,-0.6%,0.2%,-0.2%,2024-01-15 02:00:00
2024-01-15,4:00am,EUR,Italian Trade Balance,Non-economic,3.89B,5.20B,4.73B,2024-01-15 04:00:00
2024-01-15,Day 1,All,WEF Annual Meetings,Medium,,,,2024-01-15 00:00:00
2024-01-15,5:00am,EUR,Industrial Production m/m,Non-economic,-0.3%,-0.3%,-0.7%,2024-01-15 05:00:00
2024-01-15,5:00am,EUR,Trade Balance,Non-economic,14.8B,11.2B,11.1B,2024-01-15 05:00:00
2024-01-15,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2024-01-15 00:00:00
2024-01-15,All Day,USD,Bank Holiday,Low,,,,2024-01-15 00:00:00
2024-01-15,8:30am,CAD,Manufacturing Sales m/m,Non-economic,1.2%,0.9%,-2.9%,2024-01-15 08:30:00
2024-01-15,8:30am,CAD,Wholesale Sales m/m,Non-economic,0.9%,0.9%,-0.3%,2024-01-15 08:30:00
2024-01-15,10:30am,CAD,BOC Business Outlook Survey,Medium,,,,2024-01-15 10:30:00
2024-01-15,4:00pm,NZD,NZIER Business Confidence,Non-economic,-2,,-52,2024-01-15 16:00:00
2024-01-15,6:30pm,AUD,Westpac Consumer Sentiment,Non-economic,-1.3%,,2.7%,2024-01-15 18:30:00
2024-01-15,6:50pm,JPY,PPI y/y,Non-economic,0.0%,-0.3%,0.3%,2024-01-15 18:50:00
2024-01-16,2:00am,EUR,German Final CPI m/m,Non-economic,0.1%,0.1%,0.1%,2024-01-16 02:00:00
2024-01-16,2:00am,GBP,Claimant Count Change,High,11.7K,18.1K,0.6K,2024-01-16 02:00:00
2024-01-16,2:00am,GBP,Average Earnings Index 3m/y,Medium,6.5%,6.8%,7.2%,2024-01-16 02:00:00
2024-01-16,2:00am,GBP,Unemployment Rate,Non-economic,4.2%,4.2%,4.2%,2024-01-16 02:00:00
2024-01-16,Day 2,All,WEF Annual Meetings,Medium,,,,2024-01-16 00:00:00
2024-01-16,5:00am,EUR,German ZEW Economic Sentiment,Non-economic,15.2,11.6,12.8,2024-01-16 05:00:00
2024-01-16,5:00am,EUR,ZEW Economic Sentiment,Non-economic,22.7,20.2,23.0,2024-01-16 05:00:00
2024-01-16,All Day,EUR,ECOFIN Meetings,Non-economic,,,,2024-01-16 00:00:00
2024-01-16,8:15am,CAD,Housing Starts,Non-economic,249K,245K,211K,2024-01-16 08:15:00
2024-01-16,8:30am,CAD,CPI m/m,High,-0.3%,-0.3%,0.1%,2024-01-16 08:30:00
2024-01-16,8:30am,CAD,Median CPI y/y,High,3.6%,3.3%,3.6%,2024-01-16 08:30:00
2024-01-16,8:30am,CAD,Trimmed CPI y/y,High,3.7%,3.4%,3.5%,2024-01-16 08:30:00
2024-01-16,8:30am,CAD,Common CPI y/y,Medium,3.9%,3.8%,3.9%,2024-01-16 08:30:00
2024-01-16,8:30am,CAD,Core CPI m/m,Non-economic,-0.5%,,0.1%,2024-01-16 08:30:00
2024-01-16,8:30am,USD,Empire State Manufacturing Index,High,-43.7,-4.9,-14.5,2024-01-16 08:30:00
2024-01-16,9:31am,NZD,GDT Price Index,Non-economic,2.3%,,1.2%,2024-01-16 09:31:00
2024-01-16,10:00am,GBP,BOE Gov Bailey Speaks,High,,,,2024-01-16 10:00:00
2024-01-16,11:00am,USD,FOMC Member Waller Speaks,Non-economic,,,,2024-01-16 11:00:00
2024-01-16,8:30pm,CNY,New Home Prices m/m,Non-economic,-0.45%,,-0.37%,2024-01-16 20:30:00
2024-01-16,9:00pm,CNY,Industrial Production y/y,High,6.8%,6.6%,6.6%,2024-01-16 21:00:00
2024-01-16,9:00pm,CNY,GDP q/y,Medium,5.2%,5.3%,4.9%,2024-01-16 21:00:00
2024-01-16,9:00pm,CNY,Retail Sales y/y,Medium,7.4%,7.9%,10.1%,2024-01-16 21:00:00
2024-01-16,9:00pm,CNY,Fixed Asset Investment ytd/y,Non-economic,3.0%,2.9%,2.9%,2024-01-16 21:00:00
2024-01-16,9:00pm,CNY,NBS Press Conference,Non-economic,,,,2024-01-16 21:00:00
2024-01-16,9:00pm,CNY,Unemployment Rate,Non-economic,5.1%,5.0%,5.0%,2024-01-16 21:00:00
2024-01-17,2:00am,GBP,CPI y/y,High,4.0%,3.8%,3.9%,2024-01-17 02:00:00
2024-01-17,2:00am,GBP,Core CPI y/y,Non-economic,5.1%,4.9%,5.1%,2024-01-17 02:00:00
2024-01-17,2:00am,GBP,PPI Input m/m,Non-economic,-1.2%,-0.6%,-0.4%,2024-01-17 02:00:00
2024-01-17,2:00am,GBP,PPI Output m/m,Non-economic,-0.6%,-0.2%,0.0%,2024-01-17 02:00:00
2024-01-17,2:00am,GBP,RPI y/y,Non-economic,5.2%,5.1%,5.3%,2024-01-17 02:00:00
2024-01-17,2:45am,EUR,French Gov Budget Balance,Non-economic,-198.0B,,-177.7B,2024-01-17 02:45:00
2024-01-17,Day 3,All,WEF Annual Meetings,Medium,,,,2024-01-17 00:00:00
2024-01-17,4:30am,GBP,HPI y/y,Non-economic,-2.1%,-1.9%,-1.3%,2024-01-17 04:30:00
2024-01-17,5:00am,EUR,Final Core CPI y/y,Non-economic,3.4%,3.4%,3.4%,2024-01-17 05:00:00
2024-01-17,5:00am,EUR,Final CPI y/y,Non-economic,2.9%,2.9%,2.9%,2024-01-17 05:00:00
2024-01-17,5:36am,EUR,German 30-y Bond Auction,Non-economic,2.45|2.5,,2.81|3.0,2024-01-17 05:36:00
2024-01-17,6:33am,GBP,10-y Bond Auction,Non-economic,3.97|3.1,,3.74|2.8,2024-01-17 06:33:00
2024-01-17,8:30am,CAD,Foreign Securities Purchases,Non-economic,11.43B,7.58B,-15.88B,2024-01-17 08:30:00
2024-01-17,8:30am,CAD,IPPI m/m,Non-economic,-1.5%,-0.7%,-0.3%,2024-01-17 08:30:00
2024-01-17,8:30am,CAD,RMPI m/m,Non-economic,-4.9%,-1.5%,-4.9%,2024-01-17 08:30:00
2024-01-17,8:30am,USD,Core Retail Sales m/m,High,0.4%,0.2%,0.2%,2024-01-17 08:30:00
2024-01-17,8:30am,USD,Retail Sales m/m,High,0.6%,0.4%,0.3%,2024-01-17 08:30:00
2024-01-17,8:30am,USD,Import Prices m/m,Non-economic,0.0%,-0.6%,-0.5%,2024-01-17 08:30:00
2024-01-17,9:00am,USD,FOMC Member Barr Speaks,Non-economic,,,,2024-01-17 09:00:00
2024-01-17,9:00am,USD,FOMC Member Bowman Speaks,Non-economic,,,,2024-01-17 09:00:00
2024-01-17,9:15am,USD,Industrial Production m/m,Medium,0.1%,-0.1%,0.0%,2024-01-17 09:15:00
2024-01-17,9:15am,USD,Capacity Utilization Rate,Non-economic,78.6%,78.7%,78.6%,2024-01-17 09:15:00
2024-01-17,10:00am,USD,Business Inventories m/m,Non-economic,-0.1%,-0.1%,-0.1%,2024-01-17 10:00:00
2024-01-17,10:00am,USD,NAHB Housing Market Index,Non-economic,44,39,37,2024-01-17 10:00:00
2024-01-17,10:15am,EUR,ECB President Lagarde Speaks,Medium,,,,2024-01-17 10:15:00
2024-01-17,1:30pm,EUR,German Buba President Nagel Speaks,Non-economic,,,,2024-01-17 13:30:00
2024-01-17,2:00pm,USD,Beige Book,Non-economic,,,,2024-01-17 14:00:00
2024-01-17,3:00pm,USD,FOMC Member Williams Speaks,Non-economic,,,,2024-01-17 15:00:00
2024-01-17,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2024-01-17 16:30:00
2024-01-17,4:45pm,NZD,FPI m/m,Non-economic,-0.1%,,-0.2%,2024-01-17 16:45:00
2024-01-17,6:50pm,JPY,Core Machinery Orders m/m,Non-economic,-4.9%,-0.8%,0.7%,2024-01-17 18:50:00
2024-01-17,7:01pm,GBP,RICS House Price Balance,Non-economic,-30%,-35%,-41%,2024-01-17 19:01:00
2024-01-17,7:03pm,AUD,MI Inflation Expectations,Non-economic,4.5%,,4.5%,2024-01-17 19:03:00
2024-01-17,7:30pm,AUD,Employment Change,High,-65.1K,15.4K,72.6K,2024-01-17 19:30:00
2024-01-17,7:30pm,AUD,Unemployment Rate,High,3.9%,3.9%,3.9%,2024-01-17 19:30:00
2024-01-17,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,-0.9%,-0.9%,-0.9%,2024-01-17 23:30:00
2024-01-18,4:00am,EUR,Current Account,Non-economic,24.6B,30.9B,32.3B,2024-01-18 04:00:00
2024-01-18,Day 4,All,WEF Annual Meetings,Medium,,,,2024-01-18 00:00:00
2024-01-18,4:30am,GBP,BOE Credit Conditions Survey,Non-economic,,,,2024-01-18 04:30:00
2024-01-18,5:30am,CHF,SNB Chairman Jordan Speaks,Medium,,,,2024-01-18 05:30:00
2024-01-18,7:30am,EUR,ECB Monetary Policy Meeting Accounts,Non-economic,,,,2024-01-18 07:30:00
2024-01-18,7:30am,USD,FOMC Member Bostic Speaks,Non-economic,,,,2024-01-18 07:30:00
2024-01-18,8:30am,USD,Unemployment Claims,High,187K,206K,203K,2024-01-18 08:30:00
2024-01-18,8:30am,USD,Building Permits,Medium,1.50M,1.47M,1.47M,2024-01-18 08:30:00
2024-01-18,8:30am,USD,Philly Fed Manufacturing Index,Medium,-10.6,-6.6,-10.5,2024-01-18 08:30:00
2024-01-18,8:30am,USD,Housing Starts,Non-economic,1.46M,1.43M,1.53M,2024-01-18 08:30:00
2024-01-18,10:15am,EUR,ECB President Lagarde Speaks,Medium,,,,2024-01-18 10:15:00
2024-01-18,10:30am,AUD,CB Leading Index m/m,Non-economic,0.2%,,-0.3%,2024-01-18 10:30:00
2024-01-18,10:30am,USD,Natural Gas Storage,Non-economic,-154B,-166B,-140B,2024-01-18 10:30:00
2024-01-18,11:00am,USD,Crude Oil Inventories,Non-economic,-2.5M,-0.6M,1.3M,2024-01-18 11:00:00
2024-01-18,12:05pm,USD,FOMC Member Bostic Speaks,Non-economic,,,,2024-01-18 12:05:00
2024-01-18,4:30pm,NZD,BusinessNZ Manufacturing Index,Non-economic,43.1,,46.5,2024-01-18 16:30:00
2024-01-18,4:45pm,NZD,Visitor Arrivals m/m,Non-economic,-1.5%,,-6.7%,2024-01-18 16:45:00
