Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2008-01-03,4:00am,EUR,Private Loans y/y,Non-economic,11.0%,11.2%,11.2%,2008-01-03 04:00:00
2008-01-03,4:30am,GBP,BOE Credit Conditions Survey,Medium,,,,2008-01-03 04:30:00
2008-01-03,4:30am,GBP,Construction PMI,Non-economic,56.0,53.8,54.3,2008-01-03 04:30:00
2008-01-03,5:02am,EUR,French 10-y Bond Auction,Non-economic,4.31|2.5,,4.25|2.9,2008-01-03 05:02:00
2008-01-03,7:30am,USD,Challenger Job Cuts y/y,Non-economic,-4.7%,,-8.8%,2008-01-03 07:30:00
2008-01-03,8:15am,USD,ADP Non-Farm Employment Change,High,40K,45K,173K,2008-01-03 08:15:00
2008-01-03,8:30am,USD,Unemployment Claims,Medium,336K,345K,357K,2008-01-03 08:30:00
2008-01-03,10:00am,USD,Factory Orders m/m,Medium,1.5%,0.5%,0.7%,2008-01-03 10:00:00
2008-01-03,10:30am,USD,Crude Oil Inventories,Non-economic,-4.0M,-2.3M,-3.3M,2008-01-03 10:30:00
2008-01-03,All Day,USD,Total Vehicle Sales,Non-economic,16.2M,16.0M,16.2M,2008-01-03 00:00:00
2008-01-03,5:30pm,AUD,AIG Services Index,Non-economic,56.9,,56.4,2008-01-03 17:30:00
2008-01-04,1:45am,CHF,CPI m/m,High,0.2%,0.1%,0.5%,2008-01-04 01:45:00
2008-01-04,3:15am,EUR,Spanish Services PMI,Non-economic,51.0,,50.7,2008-01-04 03:15:00
2008-01-04,3:45am,EUR,Italian Services PMI,Non-economic,49.7,50.7,50.8,2008-01-04 03:45:00
2008-01-04,4:00am,EUR,Final Services PMI,Non-economic,53.1,53.2,53.2,2008-01-04 04:00:00
2008-01-04,4:30am,GBP,Final Services PMI,Medium,52.4,51.6,51.9,2008-01-04 04:30:00
2008-01-04,4:30am,GBP,Mortgage Approvals,Non-economic,83K,84K,89K,2008-01-04 04:30:00
2008-01-04,4:30am,GBP,Net Lending to Individuals m/m,Non-economic,8.9B,8.2B,9.0B,2008-01-04 04:30:00
2008-01-04,5:00am,EUR,CPI Flash Estimate y/y,Medium,3.1%,3.1%,3.1%,2008-01-04 05:00:00
2008-01-04,5:00am,EUR,Italian Prelim CPI m/m,Non-economic,0.3%,0.3%,0.4%,2008-01-04 05:00:00
2008-01-04,8:30am,CAD,RMPI m/m,Medium,3.4%,0.8%,0.7%,2008-01-04 08:30:00
2008-01-04,8:30am,CAD,IPPI m/m,Non-economic,0.6%,0.3%,-1.2%,2008-01-04 08:30:00
2008-01-04,8:30am,USD,Non-Farm Employment Change,High,18K,70K,115K,2008-01-04 08:30:00
2008-01-04,8:30am,USD,Unemployment Rate,High,5.0%,4.8%,4.7%,2008-01-04 08:30:00
2008-01-04,8:30am,USD,Average Hourly Earnings m/m,Medium,0.4%,0.3%,0.4%,2008-01-04 08:30:00
2008-01-04,10:00am,CAD,Ivey PMI,High,45.9,51.5,58.7,2008-01-04 10:00:00
2008-01-04,10:00am,USD,ISM Services PMI,High,53.9,53.5,54.1,2008-01-04 10:00:00
2008-01-04,10:30am,USD,Natural Gas Storage,Non-economic,-87B,-110B,-165B,2008-01-04 10:30:00
2008-01-04,11:15am,USD,FOMC Member Kohn Speaks,Medium,,,,2008-01-04 11:15:00
2008-01-05,11:15am,USD,FOMC Member Kohn Speaks,Medium,,,,2008-01-05 11:15:00
2008-01-06,4:45pm,NZD,Trade Balance,High,-646M,-473M,-717M,2008-01-06 16:45:00
2008-01-06,6:50pm,JPY,Monetary Base y/y,Non-economic,0.4%,0.7%,1.0%,2008-01-06 18:50:00
2008-01-07,1:45am,CHF,Unemployment Rate,Non-economic,2.6%,2.6%,2.6%,2008-01-07 01:45:00
2008-01-07,3:00am,CHF,Foreign Currency Reserves,Non-economic,50B,,49B,2008-01-07 03:00:00
2008-01-07,4:30am,EUR,Sentix Investor Confidence,Non-economic,8.2,10.5,11.9,2008-01-07 04:30:00
2008-01-07,5:00am,EUR,Consumer Confidence,Non-economic,-9,-8,-8,2008-01-07 05:00:00
2008-01-07,5:00am,EUR,PPI m/m,Non-economic,0.8%,0.7%,0.7%,2008-01-07 05:00:00
2008-01-07,5:00am,EUR,Unemployment Rate,Non-economic,7.2%,7.2%,7.2%,2008-01-07 05:00:00
2008-01-07,7:00am,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-07 07:00:00
2008-01-07,2:00pm,USD,Treasury Sec Paulson Speaks,Non-economic,,,,2008-01-07 14:00:00
2008-01-07,5:30pm,AUD,AIG Construction Index,Non-economic,59.2,,53.2,2008-01-07 17:30:00
2008-01-07,7:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,0.3%,,1.2%,2008-01-07 19:01:00
2008-01-07,7:30pm,AUD,Building Approvals m/m,High,8.9%,0.0%,-3.6%,2008-01-07 19:30:00
2008-01-08,3:00am,GBP,Halifax HPI m/m,High,1.3%,-0.5%,-1.1%,2008-01-08 03:00:00
2008-01-08,5:00am,EUR,Retail Sales m/m,Non-economic,-0.5%,0.4%,-0.7%,2008-01-08 05:00:00
2008-01-08,6:00am,EUR,German Factory Orders m/m,Medium,3.4%,-1.6%,4.0%,2008-01-08 06:00:00
2008-01-08,7:30am,USD,NFIB Small Business Index,Non-economic,94.6,,94.4,2008-01-08 07:30:00
2008-01-08,8:20am,USD,FOMC Member Plosser Speaks,Medium,,,,2008-01-08 08:20:00
2008-01-08,10:00am,USD,Pending Home Sales m/m,High,-2.6%,-0.7%,3.7%,2008-01-08 10:00:00
2008-01-08,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,43.2,43.1,44.4,2008-01-08 10:00:00
2008-01-08,12:05pm,CAD,Gov Council Member Kennedy Speaks,Non-economic,,,,2008-01-08 12:05:00
2008-01-08,3:00pm,USD,Consumer Credit m/m,Non-economic,15.4B,7.5B,2.0B,2008-01-08 15:00:00
2008-01-08,7:01pm,GBP,Nationwide Consumer Confidence,Non-economic,85,85,86,2008-01-08 19:01:00
2008-01-08,7:30pm,AUD,Retail Sales m/m,High,0.8%,0.5%,0.3%,2008-01-08 19:30:00
2008-01-08,9:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,0.0%,,0.8%,2008-01-08 21:00:00
2008-01-08,10:45pm,JPY,10-y Bond Auction,Non-economic,1.44|2.5,,1.48|3.2,2008-01-08 22:45:00
2008-01-09,2:00am,EUR,German Retail Sales m/m,Medium,-1.3%,1.0%,-2.3%,2008-01-09 02:00:00
2008-01-09,2:00am,EUR,German Trade Balance,Non-economic,19.8B,17.0B,18.3B,2008-01-09 02:00:00
2008-01-09,2:45am,EUR,French Trade Balance,Non-economic,-4.8B,-3.6B,-3.6B,2008-01-09 02:45:00
2008-01-09,5:00am,EUR,Final GDP q/q,Non-economic,0.8%,0.7%,0.7%,2008-01-09 05:00:00
2008-01-09,5:35am,GBP,BRC Shop Price Index y/y,Non-economic,1.0%,,1.1%,2008-01-09 05:35:00
2008-01-09,6:00am,EUR,German Industrial Production m/m,Medium,-0.9%,0.3%,0.1%,2008-01-09 06:00:00
2008-01-09,8:15am,CAD,Housing Starts,High,188K,220K,233K,2008-01-09 08:15:00
2008-01-09,10:30am,GBP,CB Leading Index m/m,Non-economic,-0.3%,,0.1%,2008-01-09 10:30:00
2008-01-09,10:30am,USD,Crude Oil Inventories,Non-economic,-6.7M,-2.1M,-4.0M,2008-01-09 10:30:00
2008-01-09,7:30pm,AUD,Goods Trade Balance,High,-2.25B,-2.54B,-2.86B,2008-01-09 19:30:00
2008-01-10,12:00am,JPY,Leading Indicators,Non-economic,10.0%,10.0%,18.2%,2008-01-10 00:00:00
2008-01-10,2:45am,EUR,French Industrial Production m/m,Medium,-1.5%,-0.5%,2.1%,2008-01-10 02:45:00
2008-01-10,2:45am,EUR,French Gov Budget Balance,Non-economic,-54.7B,,-52.2B,2008-01-10 02:45:00
2008-01-10,4:30am,GBP,Goods Trade Balance,Medium,-7.4B,-7.2B,-7.4B,2008-01-10 04:30:00
2008-01-10,7:00am,GBP,Official Bank Rate,High,5.50%,5.50%,5.50%,2008-01-10 07:00:00
2008-01-10,7:45am,EUR,Main Refinancing Rate,Medium,4.00%,4.00%,4.00%,2008-01-10 07:45:00
2008-01-10,8:30am,CAD,Building Permits m/m,Medium,-9.9%,-1.9%,7.3%,2008-01-10 08:30:00
2008-01-10,8:30am,CAD,NHPI m/m,Non-economic,0.5%,0.2%,0.1%,2008-01-10 08:30:00
2008-01-10,8:30am,EUR,ECB Press Conference,High,,,,2008-01-10 08:30:00
2008-01-10,8:30am,USD,Unemployment Claims,Medium,322K,340K,337K,2008-01-10 08:30:00
2008-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,0.6%,0.4%,0.0%,2008-01-10 10:00:00
2008-01-10,10:00am,USD,JOLTS Job Openings,Non-economic,4.02M,,4.06M,2008-01-10 10:00:00
2008-01-10,10:30am,USD,Natural Gas Storage,Non-economic,-171B,-163B,-87B,2008-01-10 10:30:00
2008-01-10,12:16pm,USD,Fed Chairman Bernanke Speaks,High,,,,2008-01-10 12:16:00
2008-01-10,6:50pm,JPY,Bank Lending y/y,Non-economic,0.1%,,0.6%,2008-01-10 18:50:00
2008-01-10,6:50pm,JPY,M2 Money Stock y/y,Non-economic,2.1%,2.0%,2.0%,2008-01-10 18:50:00
2008-01-10,9:00pm,CNY,New Loans,Medium,49B,,87B,2008-01-10 21:00:00
2008-01-10,9:00pm,CNY,M2 Money Supply y/y,Non-economic,16.7%,18.2%,18.5%,2008-01-10 21:00:00
2008-01-10,11:00pm,CNY,USD-Denominated Trade Balance,High,22.7B,24.4B,26.3B,2008-01-10 23:00:00
2008-01-11,12:00am,JPY,Economy Watchers Sentiment,Non-economic,36.6,39.0,38.8,2008-01-11 00:00:00
2008-01-11,2:00am,EUR,German WPI m/m,Non-economic,-0.5%,0.5%,1.0%,2008-01-11 02:00:00
2008-01-11,4:30am,GBP,Manufacturing Production m/m,High,-0.1%,0.1%,0.3%,2008-01-11 04:30:00
2008-01-11,4:30am,GBP,Industrial Production m/m,Non-economic,-0.1%,0.1%,0.5%,2008-01-11 04:30:00
2008-01-11,7:00am,CAD,Employment Change,High,-18.7K,15.0K,42.6K,2008-01-11 07:00:00
2008-01-11,7:00am,CAD,Unemployment Rate,High,5.9%,5.9%,5.9%,2008-01-11 07:00:00
2008-01-11,8:30am,CAD,Trade Balance,High,3.7B,3.2B,3.1B,2008-01-11 08:30:00
2008-01-11,8:30am,USD,Trade Balance,High,-63.1B,-59.5B,-57.8B,2008-01-11 08:30:00
2008-01-11,8:30am,USD,Import Prices m/m,Medium,0.0%,0.0%,3.3%,2008-01-11 08:30:00
2008-01-11,12:45pm,USD,FOMC Member Mishkin Speaks,Medium,,,,2008-01-11 12:45:00
2008-01-11,2:00pm,USD,Federal Budget Balance,Medium,48.3B,50.0B,-98.2B,2008-01-11 14:00:00
2008-01-11,7:01pm,GBP,NIESR GDP Estimate,Non-economic,0.5%,,0.5%,2008-01-11 19:01:00
2008-01-12,12:00pm,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-12 12:00:00
2008-01-13,4:45pm,NZD,Building Consents m/m,Medium,-0.1%,,-4.6%,2008-01-13 16:45:00
2008-01-13,6:30pm,AUD,MI Inflation Gauge m/m,Non-economic,0.6%,,0.3%,2008-01-13 18:30:00
2008-01-13,All Day,JPY,Bank Holiday,Low,,,,2008-01-13 00:00:00
2008-01-13,7:30pm,AUD,ANZ Job Advertisements m/m,Medium,7.1%,,0.7%,2008-01-13 19:30:00
2008-01-14,4:00am,EUR,Italian Industrial Production m/m,Non-economic,-0.9%,0.3%,-0.6%,2008-01-14 04:00:00
2008-01-14,4:30am,GBP,PPI Input m/m,High,0.5%,0.8%,2.0%,2008-01-14 04:30:00
2008-01-14,4:30am,GBP,ONS HPI y/y,Non-economic,9.5%,10.5%,11.3%,2008-01-14 04:30:00
2008-01-14,4:30am,GBP,PPI Output m/m,Non-economic,0.5%,0.3%,0.6%,2008-01-14 04:30:00
2008-01-14,5:00am,EUR,Industrial Production m/m,Medium,-0.5%,-0.7%,0.5%,2008-01-14 05:00:00
2008-01-14,8:30am,CAD,New Motor Vehicle Sales m/m,Non-economic,-2.9%,-0.9%,-1.9%,2008-01-14 08:30:00
2008-01-14,10:30am,CAD,BOC Business Outlook Survey,High,,,,2008-01-14 10:30:00
2008-01-14,4:05pm,NZD,NZIER Business Confidence,High,-26,,-27,2008-01-14 16:05:00
2008-01-15,2:45am,EUR,French Final CPI m/m,Non-economic,0.4%,0.3%,0.5%,2008-01-15 02:45:00
2008-01-15,4:30am,GBP,CPI y/y,High,2.1%,2.0%,2.1%,2008-01-15 04:30:00
2008-01-15,4:30am,GBP,Core CPI y/y,Medium,1.4%,1.5%,1.4%,2008-01-15 04:30:00
2008-01-15,4:30am,GBP,RPI y/y,Non-economic,4.0%,4.0%,4.3%,2008-01-15 04:30:00
2008-01-15,5:00am,EUR,German ZEW Economic Sentiment,Medium,-41.6,-40.0,-37.2,2008-01-15 05:00:00
2008-01-15,5:00am,EUR,ZEW Economic Sentiment,Non-economic,-41.7,-37.8,-35.7,2008-01-15 05:00:00
2008-01-15,8:30am,USD,Core Retail Sales m/m,High,-0.4%,-0.1%,1.7%,2008-01-15 08:30:00
2008-01-15,8:30am,USD,PPI m/m,High,-0.1%,0.2%,3.2%,2008-01-15 08:30:00
2008-01-15,8:30am,USD,Retail Sales m/m,High,-0.4%,0.0%,1.0%,2008-01-15 08:30:00
2008-01-15,8:30am,USD,Core PPI m/m,Medium,0.2%,0.2%,0.4%,2008-01-15 08:30:00
2008-01-15,8:30am,USD,Empire State Manufacturing Index,Medium,9.0,10.1,10.3,2008-01-15 08:30:00
2008-01-15,10:00am,USD,Business Inventories m/m,Medium,0.4%,0.4%,0.1%,2008-01-15 10:00:00
2008-01-15,12:00pm,CHF,Gov Board Member Jordan Speaks,Medium,,,,2008-01-15 12:00:00
2008-01-15,6:30pm,AUD,Westpac Consumer Sentiment,Medium,-8.3%,,1.8%,2008-01-15 18:30:00
2008-01-15,6:50pm,JPY,Core Machinery Orders m/m,Medium,-2.8%,-4.3%,12.7%,2008-01-15 18:50:00
2008-01-15,6:50pm,JPY,Current Account,Non-economic,2.16T,1.87T,2.56T,2008-01-15 18:50:00
2008-01-15,6:50pm,JPY,PPI y/y,Non-economic,2.6%,2.3%,2.3%,2008-01-15 18:50:00
2008-01-15,7:01pm,GBP,RICS House Price Balance,Medium,-49%,-45%,-41%,2008-01-15 19:01:00
2008-01-15,7:30pm,AUD,Home Loans m/m,Medium,4.0%,0.9%,-0.5%,2008-01-15 19:30:00
2008-01-16,1:00am,JPY,Prelim Machine Tool Orders y/y,Non-economic,3.3%,,13.0%,2008-01-16 01:00:00
2008-01-16,2:00am,EUR,German Final CPI m/m,Non-economic,0.5%,0.5%,0.5%,2008-01-16 02:00:00
2008-01-16,4:30am,GBP,Average Earnings Index 3m/y,High,4.0%,3.9%,4.0%,2008-01-16 04:30:00
2008-01-16,4:30am,GBP,Claimant Count Change,Medium,-6.4K,-5.0K,-10.0K,2008-01-16 04:30:00
2008-01-16,4:30am,GBP,Unemployment Rate,Non-economic,5.3%,5.3%,5.3%,2008-01-16 04:30:00
2008-01-16,5:00am,EUR,Final Core CPI y/y,Medium,1.9%,1.9%,1.9%,2008-01-16 05:00:00
2008-01-16,5:00am,EUR,Final CPI y/y,Medium,3.1%,3.1%,3.1%,2008-01-16 05:00:00
2008-01-16,8:30am,USD,Core CPI m/m,High,0.2%,0.2%,0.3%,2008-01-16 08:30:00
2008-01-16,8:30am,USD,CPI y/y,High,4.1%,4.1%,4.3%,2008-01-16 08:30:00
2008-01-16,8:30am,USD,CPI m/m,Medium,0.3%,0.2%,0.8%,2008-01-16 08:30:00
2008-01-16,9:00am,USD,TIC Long-Term Purchases,High,90.9B,70.0B,114.0B,2008-01-16 09:00:00
2008-01-16,9:15am,USD,Capacity Utilization Rate,Medium,81.4%,81.2%,81.6%,2008-01-16 09:15:00
2008-01-16,9:15am,USD,Industrial Production m/m,Medium,0.0%,-0.1%,0.3%,2008-01-16 09:15:00
2008-01-16,10:30am,USD,Crude Oil Inventories,Non-economic,4.3M,1.3M,-6.7M,2008-01-16 10:30:00
2008-01-16,1:00pm,USD,NAHB Housing Market Index,Non-economic,19,19,18,2008-01-16 13:00:00
2008-01-16,1:55pm,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-16 13:55:00
2008-01-16,2:00pm,USD,Beige Book,Medium,,,,2008-01-16 14:00:00
2008-01-16,4:30pm,AUD,MI Inflation Expectations,Non-economic,4.4%,,4.1%,2008-01-16 16:30:00
2008-01-16,4:45pm,NZD,CPI q/q,High,1.2%,1.0%,0.5%,2008-01-16 16:45:00
2008-01-16,4:45pm,NZD,FPI m/m,Non-economic,0.9%,,0.4%,2008-01-16 16:45:00
2008-01-16,7:30pm,AUD,Employment Change,High,20.1K,20.0K,47.6K,2008-01-16 19:30:00
2008-01-16,7:30pm,AUD,Unemployment Rate,Medium,4.3%,4.4%,4.5%,2008-01-16 19:30:00
2008-01-16,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,-1.6%,-1.6%,-1.6%,2008-01-16 23:30:00
2008-01-17,4:00am,EUR,ECB Monthly Bulletin,Medium,,,,2008-01-17 04:00:00
2008-01-17,5:00am,CHF,UBS Economic Expectations,Medium,-32.7,,-29.7,2008-01-17 05:00:00
2008-01-17,5:00am,EUR,Trade Balance,Non-economic,2.7B,3.8B,3.0B,2008-01-17 05:00:00
2008-01-17,8:00am,GBP,MPC Member Gieve Speaks,Medium,,,,2008-01-17 08:00:00
2008-01-17,8:15am,USD,FOMC Member Pianalto Speaks,Medium,,,,2008-01-17 08:15:00
2008-01-17,8:30am,CAD,Foreign Securities Purchases,Medium,-4.84B,1.56B,-24.25B,2008-01-17 08:30:00
2008-01-17,8:30am,USD,Building Permits,High,1.07M,1.14M,1.16M,2008-01-17 08:30:00
2008-01-17,8:30am,USD,Housing Starts,Medium,1.01M,1.15M,1.17M,2008-01-17 08:30:00
2008-01-17,8:30am,USD,Unemployment Claims,Medium,301K,330K,322K,2008-01-17 08:30:00
2008-01-17,9:00am,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-17 09:00:00
2008-01-17,10:00am,USD,Fed Chairman Bernanke Testifies,High,,,,2008-01-17 10:00:00
2008-01-17,10:00am,USD,Philly Fed Manufacturing Index,Medium,-20.9,-1.0,-5.7,2008-01-17 10:00:00
2008-01-17,10:30am,USD,Natural Gas Storage,Non-economic,-59B,-60B,-171B,2008-01-17 10:30:00
2008-01-17,12:30pm,USD,FOMC Member Fisher Speaks,Medium,,,,2008-01-17 12:30:00
2008-01-17,4:45pm,NZD,Core Retail Sales m/m,High,0.9%,0.7%,-1.0%,2008-01-17 16:45:00
2008-01-17,4:45pm,NZD,Retail Sales m/m,High,2.0%,0.7%,-0.6%,2008-01-17 16:45:00
2008-01-17,6:50pm,JPY,Tertiary Industry Activity m/m,Medium,0.1%,-0.4%,1.2%,2008-01-17 18:50:00
2008-01-17,7:30pm,AUD,Import Prices q/q,Non-economic,0.2%,-0.1%,-0.8%,2008-01-17 19:30:00
2008-01-17,7:30pm,AUD,RBA Bulletin,Non-economic,,,,2008-01-17 19:30:00
2008-01-17,10:45pm,JPY,30-y Bond Auction,Non-economic,2.30|3.8,,2.49|3.8,2008-01-17 22:45:00
2008-01-18,12:00am,JPY,Consumer Confidence,Non-economic,38.0,38.5,39.8,2008-01-18 00:00:00
2008-01-18,4:30am,GBP,Retail Sales m/m,High,-0.4%,0.2%,0.4%,2008-01-18 04:30:00
2008-01-18,5:00am,EUR,Italian Trade Balance,Non-economic,-0.05B,-0.43B,0.46B,2008-01-18 05:00:00
2008-01-18,8:20am,AUD,RBA Gov Stevens Speaks,High,,,,2008-01-18 08:20:00
2008-01-18,8:30am,CAD,Manufacturing Sales m/m,Medium,1.1%,0.5%,0.0%,2008-01-18 08:30:00
2008-01-18,10:00am,USD,Prelim UoM Consumer Sentiment,High,80.5,74.8,75.5,2008-01-18 10:00:00
2008-01-18,10:00am,USD,CB Leading Index m/m,Non-economic,-0.2%,-0.1%,-0.4%,2008-01-18 10:00:00
2008-01-18,10:00am,USD,Prelim UoM Inflation Expectations,Non-economic,3.4%,,3.4%,2008-01-18 10:00:00
2008-01-18,10:30am,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-18 10:30:00
2008-01-20,7:01pm,GBP,Rightmove HPI m/m,Medium,-0.8%,,-3.2%,2008-01-20 19:01:00
2008-01-20,7:30pm,AUD,PPI q/q,High,0.6%,1.1%,1.1%,2008-01-20 19:30:00
2008-01-20,11:05pm,CNY,Foreign Direct Investment ytd/y,Non-economic,13.6%,,13.7%,2008-01-20 23:05:00
2008-01-21,2:00am,EUR,German PPI m/m,Medium,-0.1%,0.3%,0.8%,2008-01-21 02:00:00
2008-01-21,3:15am,CHF,PPI m/m,Medium,-0.1%,0.2%,0.3%,2008-01-21 03:15:00
2008-01-21,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2008-01-21 00:00:00
2008-01-21,4:30am,GBP,M4 Money Supply m/m,Non-economic,1.5%,0.5%,0.4%,2008-01-21 04:30:00
2008-01-21,4:30am,GBP,Public Sector Net Borrowing,Non-economic,7.8B,7.0B,11.4B,2008-01-21 04:30:00
2008-01-21,6:00am,EUR,German Buba Monthly Report,Medium,,,,2008-01-21 06:00:00
2008-01-21,All Day,USD,Bank Holiday,Low,,,,2008-01-21 00:00:00
2008-01-21,8:30am,CAD,Wholesale Sales m/m,Medium,0.3%,0.5%,0.4%,2008-01-21 08:30:00
2008-01-21,7:30pm,AUD,New Motor Vehicle Sales m/m,Non-economic,1.1%,,1.5%,2008-01-21 19:30:00
2008-01-21,10:19pm,JPY,Overnight Call Rate,Medium,0.50%,0.50%,0.50%,2008-01-21 22:19:00
2008-01-22,1:00am,JPY,BOJ Monthly Report,Non-economic,,,,2008-01-22 01:00:00
2008-01-22,2:16am,JPY,BOJ Press Conference,High,,,,2008-01-22 02:16:00
2008-01-22,3:15am,CHF,Retail Sales y/y,High,2.9%,3.9%,6.1%,2008-01-22 03:15:00
2008-01-22,All Day,EUR,ECOFIN Meetings,Non-economic,,,,2008-01-22 00:00:00
2008-01-22,6:00am,GBP,CBI Industrial Order Expectations,Medium,2,-3,2,2008-01-22 06:00:00
2008-01-22,8:00am,USD,Treasury Sec Paulson Speaks,Non-economic,,,,2008-01-22 08:00:00
2008-01-22,8:20am,USD,Federal Funds Rate,High,3.50%,,4.25%,2008-01-22 08:20:00
2008-01-22,8:20am,USD,FOMC Statement,High,,,,2008-01-22 08:20:00
2008-01-22,8:30am,CAD,Core Retail Sales m/m,High,1.7%,0.4%,0.1%,2008-01-22 08:30:00
2008-01-22,8:30am,CAD,Retail Sales m/m,Medium,0.7%,0.2%,0.3%,2008-01-22 08:30:00
2008-01-22,9:00am,CAD,BOC Rate Statement,High,,,,2008-01-22 09:00:00
2008-01-22,9:00am,CAD,Overnight Rate,High,4.00%,4.00%,4.25%,2008-01-22 09:00:00
2008-01-22,10:00am,USD,Richmond Manufacturing Index,Non-economic,-8,-3,-4,2008-01-22 10:00:00
2008-01-22,2:40pm,USD,President Bush Speaks,Non-economic,,,,2008-01-22 14:40:00
2008-01-22,3:10pm,GBP,BOE Gov King Speaks,High,,,,2008-01-22 15:10:00
2008-01-22,6:30pm,AUD,MI Leading Index m/m,Non-economic,1.0%,,0.5%,2008-01-22 18:30:00
2008-01-22,7:30pm,AUD,CPI m/m,High,0.9%,1.0%,0.7%,2008-01-22 19:30:00
2008-01-22,7:30pm,AUD,Trimmed Mean CPI m/m,Medium,1.0%,0.8%,0.9%,2008-01-22 19:30:00
2008-01-23,2:45am,EUR,French Consumer Spending m/m,Medium,2.0%,0.7%,0.1%,2008-01-23 02:45:00
2008-01-23,3:00am,EUR,ECB President Trichet Speaks,Medium,,,,2008-01-23 03:00:00
2008-01-23,4:00am,EUR,Flash Manufacturing PMI,Medium,52.6,52.0,52.6,2008-01-23 04:00:00
2008-01-23,4:00am,EUR,Flash Services PMI,Non-economic,52.0,52.8,53.1,2008-01-23 04:00:00
2008-01-23,Day 1,All,WEF Annual Meetings,Medium,,,,2008-01-23 00:00:00
2008-01-23,4:30am,GBP,MPC Official Bank Rate Votes,High,0-1-8,0-1-8,0-9-0,2008-01-23 04:30:00
2008-01-23,4:30am,GBP,Prelim GDP q/q,High,0.6%,0.5%,0.7%,2008-01-23 04:30:00
2008-01-23,4:30am,GBP,Index of Services 3m/3m,Non-economic,0.6%,0.6%,0.6%,2008-01-23 04:30:00
