Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2020-01-07,8:30am,USD,Trade Balance,Non-economic,-43.1B,-44.5B,-46.9B,2020-01-07 08:30:00
2020-01-07,9:37am,NZD,GDT Price Index,Non-economic,2.8%,,-5.1%,2020-01-07 09:37:00
2020-01-07,10:00am,CAD,Ivey PMI,Non-economic,51.9,60.2,60.0,2020-01-07 10:00:00
2020-01-07,10:00am,USD,ISM Services PMI,High,55.0,54.5,53.9,2020-01-07 10:00:00
2020-01-07,10:00am,USD,Factory Orders m/m,Non-economic,-0.7%,-0.6%,0.2%,2020-01-07 10:00:00
2020-01-07,4:30pm,AUD,AIG Construction Index,Non-economic,38.9,,40.0,2020-01-07 16:30:00
2020-01-07,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2020-01-07 16:30:00
2020-01-07,6:30pm,JPY,Average Cash Earnings y/y,Non-economic,-0.2%,-0.2%,0.0%,2020-01-07 18:30:00
2020-01-07,7:30pm,AUD,Building Approvals m/m,High,11.8%,2.1%,-7.9%,2020-01-07 19:30:00
2020-01-08,12:02am,JPY,Consumer Confidence,Non-economic,39.1,39.6,38.7,2020-01-08 00:02:00
2020-01-08,2:00am,EUR,German Factory Orders m/m,Non-economic,-1.3%,0.2%,0.2%,2020-01-08 02:00:00
2020-01-08,2:45am,EUR,French Trade Balance,Non-economic,-5.6B,-5.0B,-4.9B,2020-01-08 02:45:00
2020-01-08,3:30am,GBP,Halifax HPI m/m,Non-economic,1.7%,0.6%,1.2%,2020-01-08 03:30:00
2020-01-08,5:36am,EUR,German 10-y Bond Auction,Non-economic,-0.25|1.2,,-0.33|1.9,2020-01-08 05:36:00
2020-01-08,8:15am,USD,ADP Non-Farm Employment Change,High,202K,160K,124K,2020-01-08 08:15:00
2020-01-08,10:00am,USD,FOMC Member Brainard Speaks,Non-economic,,,,2020-01-08 10:00:00
2020-01-08,10:30am,USD,Crude Oil Inventories,Medium,1.2M,-3.4M,-11.5M,2020-01-08 10:30:00
2020-01-08,11:26am,USD,President Trump Speaks,High,,,,2020-01-08 11:26:00
2020-01-08,1:01pm,USD,10-y Bond Auction,Non-economic,1.87|2.4,,1.84|2.4,2020-01-08 13:01:00
2020-01-08,3:00pm,USD,Consumer Credit m/m,Non-economic,12.5B,15.5B,19.0B,2020-01-08 15:00:00
2020-01-08,7:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,-2.8%,,4.3%,2020-01-08 19:00:00
2020-01-08,7:01pm,GBP,BRC Retail Sales Monitor y/y,Non-economic,1.7%,-0.5%,-4.9%,2020-01-08 19:01:00
2020-01-08,7:30pm,AUD,Goods Trade Balance,High,5.80B,4.10B,4.08B,2020-01-08 19:30:00
2020-01-08,8:30pm,CNY,CPI y/y,Medium,4.5%,4.7%,4.5%,2020-01-08 20:30:00
2020-01-08,8:30pm,CNY,PPI y/y,Non-economic,-0.5%,-0.4%,-1.4%,2020-01-08 20:30:00
2020-01-08,10:35pm,JPY,30-y Bond Auction,Non-economic,0.43|3.7,,0.43|3.7,2020-01-08 22:35:00
2020-01-09,2:00am,EUR,German Industrial Production m/m,Non-economic,1.1%,0.9%,-1.0%,2020-01-09 02:00:00
2020-01-09,2:00am,EUR,German Trade Balance,Non-economic,18.3B,20.9B,20.4B,2020-01-09 02:00:00
2020-01-09,2:30am,CHF,Retail Sales y/y,Non-economic,0.0%,0.5%,0.4%,2020-01-09 02:30:00
2020-01-09,3:00am,CHF,Foreign Currency Reserves,Non-economic,771B,,783B,2020-01-09 03:00:00
2020-01-09,4:00am,EUR,Italian Monthly Unemployment Rate,Non-economic,9.7%,9.8%,9.7%,2020-01-09 04:00:00
2020-01-09,4:30am,GBP,BOE Gov Carney Speaks,High,,,,2020-01-09 04:30:00
2020-01-09,5:00am,EUR,Unemployment Rate,Non-economic,7.5%,7.5%,7.5%,2020-01-09 05:00:00
2020-01-09,5:04am,EUR,French 10-y Bond Auction,Non-economic,0.04|1.7,,-0.08|2.0,2020-01-09 05:04:00
2020-01-09,8:00am,USD,FOMC Member Clarida Speaks,Medium,,,,2020-01-09 08:00:00
2020-01-09,8:13am,CAD,Housing Starts,Non-economic,197K,212K,204K,2020-01-09 08:13:00
2020-01-09,8:30am,CAD,Building Permits m/m,Non-economic,-2.4%,1.0%,-1.5%,2020-01-09 08:30:00
2020-01-09,8:30am,USD,Unemployment Claims,Non-economic,214K,221K,223K,2020-01-09 08:30:00
2020-01-09,9:30am,USD,FOMC Member Kashkari Speaks,Medium,,,,2020-01-09 09:30:00
2020-01-09,10:30am,USD,Natural Gas Storage,Non-economic,-44B,-51B,-58B,2020-01-09 10:30:00
2020-01-09,11:30am,USD,FOMC Member Williams Speaks,Non-economic,,,,2020-01-09 11:30:00
2020-01-09,1:01pm,USD,30-y Bond Auction,Medium,2.34|2.5,,2.31|2.5,2020-01-09 13:01:00
2020-01-09,1:45pm,CAD,BOC Gov Poloz Speaks,High,,,,2020-01-09 13:45:00
2020-01-09,2:10pm,EUR,German Buba President Weidmann Speaks,Non-economic,,,,2020-01-09 14:10:00
2020-01-09,4:30pm,AUD,AIG Services Index,Non-economic,48.7,,53.7,2020-01-09 16:30:00
2020-01-09,6:30pm,JPY,Household Spending y/y,Non-economic,-2.0%,-2.0%,-5.1%,2020-01-09 18:30:00
2020-01-09,7:30pm,AUD,Retail Sales m/m,High,0.9%,0.4%,0.1%,2020-01-09 19:30:00
2020-01-10,12:00am,JPY,Leading Indicators,Non-economic,90.9%,90.9%,91.6%,2020-01-10 00:00:00
2020-01-10,1:45am,CHF,Unemployment Rate,Non-economic,2.3%,2.3%,2.3%,2020-01-10 01:45:00
2020-01-10,2:45am,EUR,French Industrial Production m/m,Non-economic,0.3%,0.1%,0.5%,2020-01-10 02:45:00
2020-01-10,4:00am,EUR,Italian Industrial Production m/m,Non-economic,0.1%,0.0%,-0.3%,2020-01-10 04:00:00
2020-01-10,4:30am,GBP,MPC Member Tenreyro Speaks,Non-economic,,,,2020-01-10 04:30:00
2020-01-10,8:30am,CAD,Employment Change,High,35.2K,24.9K,-71.2K,2020-01-10 08:30:00
2020-01-10,8:30am,CAD,Unemployment Rate,High,5.6%,5.8%,5.9%,2020-01-10 08:30:00
2020-01-10,8:30am,USD,Average Hourly Earnings m/m,High,0.1%,0.3%,0.3%,2020-01-10 08:30:00
2020-01-10,8:30am,USD,Non-Farm Employment Change,High,145K,162K,256K,2020-01-10 08:30:00
2020-01-10,8:30am,USD,Unemployment Rate,High,3.5%,3.5%,3.5%,2020-01-10 08:30:00
2020-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,-0.1%,0.0%,0.0%,2020-01-10 10:00:00
2020-01-12,7:00pm,AUD,MI Inflation Gauge m/m,Non-economic,0.3%,,0.0%,2020-01-12 19:00:00
2020-01-12,All Day,JPY,Bank Holiday,Low,,,,2020-01-12 00:00:00
2020-01-13,2:00am,EUR,German WPI m/m,Non-economic,0.0%,0.2%,-0.1%,2020-01-13 02:00:00
2020-01-13,4:00am,EUR,Italian Retail Sales m/m,Non-economic,-0.2%,0.1%,-0.3%,2020-01-13 04:00:00
2020-01-13,4:30am,GBP,GDP m/m,Medium,-0.3%,0.0%,0.1%,2020-01-13 04:30:00
2020-01-13,4:30am,GBP,Manufacturing Production m/m,Medium,-1.7%,-0.3%,0.5%,2020-01-13 04:30:00
2020-01-13,4:30am,GBP,Construction Output m/m,Non-economic,1.9%,0.6%,-2.2%,2020-01-13 04:30:00
2020-01-13,4:30am,GBP,Goods Trade Balance,Non-economic,-5.3B,-11.8B,-10.9B,2020-01-13 04:30:00
2020-01-13,4:30am,GBP,Index of Services 3m/3m,Non-economic,0.1%,0.2%,0.3%,2020-01-13 04:30:00
2020-01-13,4:30am,GBP,Industrial Production m/m,Non-economic,-1.2%,-0.1%,0.4%,2020-01-13 04:30:00
2020-01-13,9:49am,GBP,NIESR GDP Estimate,Non-economic,0.0%,,0.1%,2020-01-13 09:49:00
2020-01-13,10:30am,CAD,BOC Business Outlook Survey,High,,,,2020-01-13 10:30:00
2020-01-13,2:00pm,USD,Federal Budget Balance,Non-economic,-13.3B,5.0B,-208.8B,2020-01-13 14:00:00
2020-01-13,4:00pm,NZD,NZIER Business Confidence,High,-21,,-40,2020-01-13 16:00:00
2020-01-13,4:45pm,NZD,Building Consents m/m,Non-economic,-8.5%,,-1.3%,2020-01-13 16:45:00
2020-01-13,5:00pm,USD,Treasury Currency Report,Medium,,,,2020-01-13 17:00:00
2020-01-13,6:50pm,JPY,Bank Lending y/y,Non-economic,1.8%,2.1%,2.1%,2020-01-13 18:50:00
2020-01-13,6:50pm,JPY,Current Account,Non-economic,1.79T,1.78T,1.73T,2020-01-13 18:50:00
2020-01-13,10:24pm,CNY,USD-Denominated Trade Balance,Medium,46.8B,45.8B,38.7B,2020-01-13 22:24:00
2020-01-13,10:25pm,CNY,Trade Balance,Medium,329B,315B,274B,2020-01-13 22:25:00
2020-01-14,12:00am,JPY,Economy Watchers Sentiment,Non-economic,39.8,40.9,39.4,2020-01-14 00:00:00
2020-01-14,5:50am,USD,NFIB Small Business Index,Non-economic,102.7,104.9,104.7,2020-01-14 05:50:00
2020-01-14,8:30am,USD,Core CPI m/m,High,0.1%,0.2%,0.2%,2020-01-14 08:30:00
2020-01-14,8:30am,USD,CPI m/m,High,0.2%,0.2%,0.3%,2020-01-14 08:30:00
2020-01-14,8:30am,USD,CPI y/y,High,2.3%,2.3%,2.1%,2020-01-14 08:30:00
2020-01-14,9:00am,USD,FOMC Member Williams Speaks,Non-economic,,,,2020-01-14 09:00:00
2020-01-14,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,57.4,57.3,57.0,2020-01-14 10:00:00
2020-01-14,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2020-01-14 16:30:00
2020-01-14,4:45pm,NZD,FPI m/m,Non-economic,-0.2%,,-0.7%,2020-01-14 16:45:00
2020-01-14,6:50pm,JPY,M2 Money Stock y/y,Non-economic,2.7%,2.7%,2.7%,2020-01-14 18:50:00
2020-01-14,7:30pm,JPY,BOJ Gov Kuroda Speaks,Medium,,,,2020-01-14 19:30:00
2020-01-15,12:58am,JPY,Prelim Machine Tool Orders y/y,Non-economic,-33.6%,,-37.9%,2020-01-15 00:58:00
2020-01-15,2:45am,EUR,French Final CPI m/m,Non-economic,0.4%,0.4%,0.4%,2020-01-15 02:45:00
2020-01-15,3:40am,GBP,MPC Member Saunders Speaks,High,,,,2020-01-15 03:40:00
2020-01-15,4:30am,GBP,CPI y/y,High,1.3%,1.5%,1.5%,2020-01-15 04:30:00
2020-01-15,4:30am,GBP,PPI Input m/m,Medium,0.1%,0.2%,0.5%,2020-01-15 04:30:00
2020-01-15,4:30am,GBP,Core CPI y/y,Non-economic,1.4%,1.7%,1.7%,2020-01-15 04:30:00
2020-01-15,4:30am,GBP,HPI y/y,Non-economic,2.2%,1.1%,1.3%,2020-01-15 04:30:00
2020-01-15,4:30am,GBP,PPI Output m/m,Non-economic,0.0%,0.0%,-0.2%,2020-01-15 04:30:00
2020-01-15,4:30am,GBP,RPI y/y,Non-economic,2.2%,2.3%,2.2%,2020-01-15 04:30:00
2020-01-15,5:00am,EUR,Industrial Production m/m,Non-economic,0.2%,0.3%,-0.9%,2020-01-15 05:00:00
2020-01-15,5:00am,EUR,Trade Balance,Non-economic,19.2B,22.3B,24.0B,2020-01-15 05:00:00
2020-01-15,5:34am,EUR,German 30-y Bond Auction,Non-economic,0.31|1.1,,0.14|1.2,2020-01-15 05:34:00
2020-01-15,8:30am,USD,Core PPI m/m,Medium,0.1%,0.2%,-0.2%,2020-01-15 08:30:00
2020-01-15,8:30am,USD,PPI m/m,Medium,0.1%,0.2%,0.0%,2020-01-15 08:30:00
2020-01-15,8:30am,USD,Empire State Manufacturing Index,Non-economic,4.8,3.7,3.5,2020-01-15 08:30:00
2020-01-15,9:30am,GBP,CB Leading Index m/m,Non-economic,-0.2%,,-0.4%,2020-01-15 09:30:00
2020-01-15,10:30am,USD,Crude Oil Inventories,Medium,-2.5M,0.4M,1.2M,2020-01-15 10:30:00
2020-01-15,11:00am,USD,FOMC Member Harker Speaks,Medium,,,,2020-01-15 11:00:00
2020-01-15,12:00pm,USD,FOMC Member Kaplan Speaks,Medium,,,,2020-01-15 12:00:00
2020-01-15,1:00pm,EUR,German Buba President Weidmann Speaks,Non-economic,,,,2020-01-15 13:00:00
2020-01-15,2:00pm,USD,Beige Book,Non-economic,,,,2020-01-15 14:00:00
2020-01-15,6:50pm,JPY,Core Machinery Orders m/m,Non-economic,18.0%,3.1%,-6.0%,2020-01-15 18:50:00
2020-01-15,6:50pm,JPY,PPI y/y,Non-economic,0.9%,0.9%,0.1%,2020-01-15 18:50:00
2020-01-15,7:01pm,GBP,RICS House Price Balance,Non-economic,-2%,-9%,-11%,2020-01-15 19:01:00
2020-01-15,8:30pm,CNY,New Home Prices m/m,Non-economic,0.35%,,0.30%,2020-01-15 20:30:00
2020-01-16,1:59am,CNY,New Loans,Medium,1140B,1250B,1390B,2020-01-16 01:59:00
2020-01-16,2:00am,EUR,German Final CPI m/m,Non-economic,0.5%,0.5%,0.5%,2020-01-16 02:00:00
2020-01-16,2:02am,CNY,M2 Money Supply y/y,Non-economic,8.7%,8.4%,8.2%,2020-01-16 02:02:00
2020-01-16,4:30am,GBP,BOE Credit Conditions Survey,Medium,,,,2020-01-16 04:30:00
2020-01-16,7:30am,EUR,ECB Monetary Policy Meeting Accounts,High,,,,2020-01-16 07:30:00
2020-01-16,8:30am,CAD,ADP Non-Farm Employment Change,Non-economic,46.2K,,27.6K,2020-01-16 08:30:00
2020-01-16,8:30am,USD,Core Retail Sales m/m,High,0.7%,0.5%,0.0%,2020-01-16 08:30:00
2020-01-16,8:30am,USD,Retail Sales m/m,High,0.3%,0.3%,0.3%,2020-01-16 08:30:00
2020-01-16,8:30am,USD,Philly Fed Manufacturing Index,Medium,17.0,3.7,0.3,2020-01-16 08:30:00
2020-01-16,8:30am,USD,Import Prices m/m,Non-economic,0.3%,0.3%,0.1%,2020-01-16 08:30:00
2020-01-16,8:30am,USD,Unemployment Claims,Non-economic,204K,217K,214K,2020-01-16 08:30:00
2020-01-16,10:00am,USD,FOMC Member Bowman Speaks,Medium,,,,2020-01-16 10:00:00
2020-01-16,10:00am,USD,Business Inventories m/m,Non-economic,-0.2%,-0.1%,0.1%,2020-01-16 10:00:00
2020-01-16,10:00am,USD,NAHB Housing Market Index,Non-economic,75,74,76,2020-01-16 10:00:00
2020-01-16,10:30am,USD,Natural Gas Storage,Non-economic,-109B,-91B,-44B,2020-01-16 10:30:00
2020-01-16,1:00pm,EUR,ECB President Lagarde Speaks,High,,,,2020-01-16 13:00:00
2020-01-16,4:00pm,USD,TIC Long-Term Purchases,Non-economic,22.9B,34.5B,31.5B,2020-01-16 16:00:00
2020-01-16,4:30pm,NZD,BusinessNZ Manufacturing Index,Non-economic,49.3,,51.2,2020-01-16 16:30:00
2020-01-16,9:00pm,CNY,GDP q/y,High,6.0%,6.0%,6.0%,2020-01-16 21:00:00
2020-01-16,9:00pm,CNY,Fixed Asset Investment ytd/y,Medium,5.4%,5.2%,5.2%,2020-01-16 21:00:00
2020-01-16,9:00pm,CNY,Industrial Production y/y,Medium,6.9%,5.9%,6.2%,2020-01-16 21:00:00
2020-01-16,9:00pm,CNY,NBS Press Conference,Non-economic,,,,2020-01-16 21:00:00
2020-01-16,9:00pm,CNY,Retail Sales y/y,Non-economic,8.0%,7.9%,8.0%,2020-01-16 21:00:00
2020-01-16,9:00pm,CNY,Unemployment Rate,Non-economic,5.2%,,5.1%,2020-01-16 21:00:00
2020-01-16,11:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,1.3%,1.0%,-5.2%,2020-01-16 23:30:00
2020-01-17,2:30am,CHF,PPI m/m,Non-economic,0.1%,0.2%,-0.4%,2020-01-17 02:30:00
2020-01-17,2:45am,EUR,French Gov Budget Balance,Non-economic,-113.9B,,-107.7B,2020-01-17 02:45:00
2020-01-17,4:00am,EUR,Current Account,Non-economic,33.9B,34.3B,35.8B,2020-01-17 04:00:00
2020-01-17,4:02am,EUR,Italian Trade Balance,Non-economic,4.87B,7.22B,8.06B,2020-01-17 04:02:00
2020-01-17,4:30am,GBP,Retail Sales m/m,High,-0.6%,0.5%,-0.8%,2020-01-17 04:30:00
2020-01-17,5:00am,EUR,Final Core CPI y/y,Non-economic,1.3%,1.3%,1.3%,2020-01-17 05:00:00
2020-01-17,5:00am,EUR,Final CPI y/y,Non-economic,1.3%,1.3%,1.3%,2020-01-17 05:00:00
2020-01-17,8:30am,CAD,Foreign Securities Purchases,Non-economic,-1.75B,12.32B,11.31B,2020-01-17 08:30:00
2020-01-17,8:30am,USD,Building Permits,Medium,1.42M,1.47M,1.47M,2020-01-17 08:30:00
2020-01-17,8:30am,USD,Housing Starts,Non-economic,1.61M,1.38M,1.38M,2020-01-17 08:30:00
2020-01-17,9:00am,USD,FOMC Member Harker Speaks,Medium,,,,2020-01-17 09:00:00
2020-01-17,9:15am,USD,Capacity Utilization Rate,Non-economic,77.0%,77.0%,77.4%,2020-01-17 09:15:00
2020-01-17,9:15am,USD,Industrial Production m/m,Non-economic,-0.3%,0.0%,0.8%,2020-01-17 09:15:00
2020-01-17,10:00am,USD,Prelim UoM Consumer Sentiment,Medium,99.1,99.3,99.3,2020-01-17 10:00:00
2020-01-17,10:00am,USD,JOLTS Job Openings,Non-economic,6.80M,7.24M,7.36M,2020-01-17 10:00:00
2020-01-17,10:00am,USD,Prelim UoM Inflation Expectations,Non-economic,2.5%,,2.3%,2020-01-17 10:00:00
2020-01-17,12:45pm,USD,FOMC Member Quarles Speaks,Non-economic,,,,2020-01-17 12:45:00
2020-01-19,7:01pm,GBP,Rightmove HPI m/m,Non-economic,2.3%,,-0.9%,2020-01-19 19:01:00
2020-01-19,8:30pm,CNY,1-y Loan Prime Rate,Medium,4.15%,4.10%,4.15%,2020-01-19 20:30:00
2020-01-19,8:30pm,CNY,5-y Loan Prime Rate,Medium,4.80%,4.80%,4.80%,2020-01-19 20:30:00
2020-01-19,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,-1.0%,-0.9%,-0.9%,2020-01-19 23:30:00
2020-01-20,2:00am,EUR,German PPI m/m,Non-economic,0.1%,0.0%,0.0%,2020-01-20 02:00:00
2020-01-20,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2020-01-20 00:00:00
2020-01-20,6:00am,EUR,German Buba Monthly Report,Non-economic,,,,2020-01-20 06:00:00
2020-01-20,All Day,USD,Bank Holiday,Low,,,,2020-01-20 00:00:00
2020-01-20,4:30pm,NZD,BusinessNZ Services Index,Non-economic,51.9,,52.9,2020-01-20 16:30:00
2020-01-20,10:01pm,JPY,Monetary Policy Statement,High,,,,2020-01-20 22:01:00
2020-01-20,10:01pm,JPY,BOJ Policy Rate,Non-economic,-0.10%,-0.10%,-0.10%,2020-01-20 22:01:00
2020-01-20,10:02pm,JPY,BOJ Outlook Report,High,,,,2020-01-20 22:02:00
2020-01-21,1:31am,JPY,BOJ Press Conference,Medium,,,,2020-01-21 01:31:00
