Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2007-01-05,3:00am,CHF,Foreign Currency Reserves,Non-economic,46B,,46B,2007-01-05 03:00:00
2007-01-05,3:00am,GBP,Halifax HPI m/m,High,-1.0%,1.0%,1.6%,2007-01-05 03:00:00
2007-01-05,4:00am,EUR,Retail PMI,Non-economic,52.1,,53.7,2007-01-05 04:00:00
2007-01-05,5:00am,EUR,Consumer Confidence,Non-economic,-6,-7,-7,2007-01-05 05:00:00
2007-01-05,5:00am,EUR,PPI m/m,Non-economic,0.0%,0.1%,0.0%,2007-01-05 05:00:00
2007-01-05,5:00am,EUR,Retail Sales m/m,Non-economic,0.5%,0.5%,0.3%,2007-01-05 05:00:00
2007-01-05,5:00am,EUR,Unemployment Rate,Non-economic,7.6%,7.6%,7.7%,2007-01-05 05:00:00
2007-01-05,7:00am,CAD,Employment Change,High,62.0K,17.0K,22.0K,2007-01-05 07:00:00
2007-01-05,7:00am,CAD,Unemployment Rate,High,6.1%,6.3%,6.3%,2007-01-05 07:00:00
2007-01-05,8:30am,USD,Non-Farm Employment Change,High,167K,115K,132K,2007-01-05 08:30:00
2007-01-05,8:30am,USD,Unemployment Rate,High,4.5%,4.5%,4.5%,2007-01-05 08:30:00
2007-01-05,8:30am,USD,Average Hourly Earnings m/m,Medium,0.5%,0.3%,0.3%,2007-01-05 08:30:00
2007-01-05,10:00am,CAD,Ivey PMI,High,49.4,50.5,52.8,2007-01-05 10:00:00
2007-01-05,10:30am,USD,Natural Gas Storage,Non-economic,-47B,-60B,-46B,2007-01-05 10:30:00
2007-01-05,1:45pm,USD,Fed Chairman Bernanke Speaks,Medium,,,,2007-01-05 13:45:00
2007-01-07,5:30pm,AUD,AIG Construction Index,Non-economic,52.1,,47.6,2007-01-07 17:30:00
2007-01-07,All Day,JPY,Bank Holiday,Low,,,,2007-01-07 00:00:00
2007-01-07,7:30pm,AUD,Building Approvals m/m,High,4.1%,2.0%,-6.8%,2007-01-07 19:30:00
2007-01-07,7:30pm,AUD,ANZ Job Advertisements m/m,Medium,12.1%,,-3.8%,2007-01-07 19:30:00
2007-01-08,1:45am,CHF,Unemployment Rate,Non-economic,3.1%,3.1%,3.1%,2007-01-08 01:45:00
2007-01-08,2:00am,EUR,German Retail Sales m/m,Medium,-0.3%,0.6%,-0.5%,2007-01-08 02:00:00
2007-01-08,6:00am,EUR,German Factory Orders m/m,Medium,1.5%,1.5%,-0.7%,2007-01-08 06:00:00
2007-01-08,10:30am,CAD,BOC Business Outlook Survey,High,,,,2007-01-08 10:30:00
2007-01-08,12:45pm,USD,FOMC Member Kohn Speaks,Medium,,,,2007-01-08 12:45:00
2007-01-08,3:00pm,USD,Consumer Credit m/m,Non-economic,12.3B,5.4B,-1.3B,2007-01-08 15:00:00
2007-01-08,7:01pm,GBP,BRC Retail Sales Monitor y/y,Medium,2.5%,,0.5%,2007-01-08 19:01:00
2007-01-08,7:30pm,AUD,Retail Sales m/m,High,0.2%,0.3%,0.8%,2007-01-08 19:30:00
2007-01-09,2:00am,EUR,German Trade Balance,Non-economic,19.3B,15.3B,17.2B,2007-01-09 02:00:00
2007-01-09,6:00am,EUR,German Industrial Production m/m,Medium,1.8%,1.0%,-0.8%,2007-01-09 06:00:00
2007-01-09,7:30am,USD,NFIB Small Business Index,Non-economic,96.5,,99.7,2007-01-09 07:30:00
2007-01-09,8:15am,CAD,Housing Starts,High,212K,230K,229K,2007-01-09 08:15:00
2007-01-09,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,53.7,53.7,53.5,2007-01-09 10:00:00
2007-01-09,6:30pm,AUD,Westpac Consumer Sentiment,Non-economic,7.3%,,11.8%,2007-01-09 18:30:00
2007-01-09,7:01pm,GBP,Nationwide Consumer Confidence,Non-economic,83,89,89,2007-01-09 19:01:00
2007-01-09,7:30pm,AUD,Goods Trade Balance,Medium,-0.84B,-0.73B,-1.51,2007-01-09 19:30:00
2007-01-09,10:45pm,JPY,10-y Bond Auction,Non-economic,1.73|2.5,,1.64|2.3,2007-01-09 22:45:00
2007-01-10,2:00am,EUR,German WPI m/m,Non-economic,0.0%,0.2%,0.1%,2007-01-10 02:00:00
2007-01-10,2:45am,EUR,French Industrial Production m/m,Medium,-0.2%,0.7%,0.0%,2007-01-10 02:45:00
2007-01-10,2:45am,EUR,French Gov Budget Balance,Non-economic,-54.9B,,-48.2B,2007-01-10 02:45:00
2007-01-10,2:45am,EUR,French Trade Balance,Non-economic,-2.8B,-2.3B,-2.8B,2007-01-10 02:45:00
2007-01-10,4:30am,GBP,Goods Trade Balance,Medium,-7.2B,-6.45B,-6.33B,2007-01-10 04:30:00
2007-01-10,5:30am,GBP,BRC Shop Price Index y/y,Non-economic,2.3%,,1.8%,2007-01-10 05:30:00
2007-01-10,8:30am,CAD,Building Permits m/m,Medium,3.0%,2.0%,7.8%,2007-01-10 08:30:00
2007-01-10,8:30am,CAD,Trade Balance,Medium,4.7B,3.7B,3.8B,2007-01-10 08:30:00
2007-01-10,8:30am,CAD,NHPI m/m,Non-economic,0.5%,0.3%,0.2%,2007-01-10 08:30:00
2007-01-10,8:30am,USD,Trade Balance,High,-58.2B,-60.0B,-58.9B,2007-01-10 08:30:00
2007-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,1.3%,0.4%,0.4%,2007-01-10 10:00:00
2007-01-10,10:00am,USD,JOLTS Job Openings,Non-economic,4.24M,,4.25M,2007-01-10 10:00:00
2007-01-10,10:30am,USD,Crude Oil Inventories,Non-economic,-5.0M,-1.5M,-1.3M,2007-01-10 10:30:00
2007-01-10,4:30pm,AUD,MI Inflation Expectations,Non-economic,3.5%,,3.5%,2007-01-10 16:30:00
2007-01-10,7:30pm,AUD,Employment Change,High,44.6K,12.0K,43.0K,2007-01-10 19:30:00
2007-01-10,7:30pm,AUD,Unemployment Rate,Medium,4.6%,4.8%,4.6%,2007-01-10 19:30:00
2007-01-10,8:35pm,CNY,USD-Denominated Trade Balance,High,21.0B,21.6B,22.9B,2007-01-10 20:35:00
2007-01-11,12:00am,JPY,Leading Indicators,Non-economic,20.0%,20.0%,54.5%,2007-01-11 00:00:00
2007-01-11,1:00am,JPY,Prelim Machine Tool Orders y/y,Non-economic,-2.4%,,4.9%,2007-01-11 01:00:00
2007-01-11,4:30am,GBP,Manufacturing Production m/m,High,0.3%,0.2%,-0.3%,2007-01-11 04:30:00
2007-01-11,4:30am,GBP,Industrial Production m/m,Non-economic,0.5%,0.2%,-0.6%,2007-01-11 04:30:00
2007-01-11,5:00am,EUR,Final GDP q/q,Non-economic,0.5%,0.5%,0.5%,2007-01-11 05:00:00
2007-01-11,7:00am,GBP,MPC Rate Statement,High,,,,2007-01-11 07:00:00
2007-01-11,7:00am,GBP,Official Bank Rate,High,5.25%,5.00%,5.00%,2007-01-11 07:00:00
2007-01-11,7:45am,EUR,Main Refinancing Rate,Medium,3.50%,3.50%,3.50%,2007-01-11 07:45:00
2007-01-11,8:00am,USD,FOMC Member Geithner Speaks,Non-economic,,,,2007-01-11 08:00:00
2007-01-11,8:30am,EUR,ECB Press Conference,High,,,,2007-01-11 08:30:00
2007-01-11,8:30am,USD,Unemployment Claims,Non-economic,299K,320K,329K,2007-01-11 08:30:00
2007-01-11,10:30am,GBP,CB Leading Index m/m,Non-economic,0.1%,,0.0%,2007-01-11 10:30:00
2007-01-11,10:30am,USD,Natural Gas Storage,Non-economic,-49B,-45B,-47B,2007-01-11 10:30:00
2007-01-11,4:45pm,NZD,Building Consents m/m,Medium,-12.0%,,-3.6%,2007-01-11 16:45:00
2007-01-11,6:50pm,JPY,Bank Lending y/y,Non-economic,1.7%,,1.2%,2007-01-11 18:50:00
2007-01-11,6:50pm,JPY,M2 Money Stock y/y,Non-economic,0.8%,0.8%,0.7%,2007-01-11 18:50:00
2007-01-11,7:01pm,GBP,NIESR GDP Estimate,Non-economic,0.7%,,0.6%,2007-01-11 19:01:00
2007-01-12,12:00am,JPY,Economy Watchers Sentiment,Non-economic,48.9,49.8,48.9,2007-01-12 00:00:00
2007-01-12,2:45am,EUR,French Final CPI m/m,Non-economic,0.2%,0.1%,0.1%,2007-01-12 02:45:00
2007-01-12,8:30am,USD,Core Retail Sales m/m,High,1.0%,0.5%,1.1%,2007-01-12 08:30:00
2007-01-12,8:30am,USD,Retail Sales m/m,High,0.9%,0.6%,1.0%,2007-01-12 08:30:00
2007-01-12,8:30am,USD,Import Prices m/m,Medium,1.1%,0.5%,0.2%,2007-01-12 08:30:00
2007-01-12,10:00am,USD,Business Inventories m/m,Medium,0.4%,0.4%,0.2%,2007-01-12 10:00:00
2007-01-12,2:00pm,USD,Federal Budget Balance,Medium,44.5B,25.6B,-75.6B,2007-01-12 14:00:00
2007-01-14,6:30pm,AUD,MI Inflation Gauge m/m,Non-economic,0.3%,,0.2%,2007-01-14 18:30:00
2007-01-14,6:50pm,JPY,Core Machinery Orders m/m,Medium,3.8%,4.2%,2.8%,2007-01-14 18:50:00
2007-01-14,7:30pm,AUD,Home Loans m/m,Medium,-0.6%,0.0%,-0.2%,2007-01-14 19:30:00
2007-01-14,9:00pm,CNY,New Loans,Medium,214B,,194B,2007-01-14 21:00:00
2007-01-14,9:00pm,CNY,M2 Money Supply y/y,Non-economic,16.9%,16.7%,16.8%,2007-01-14 21:00:00
2007-01-15,4:00am,EUR,Italian Industrial Production m/m,Non-economic,-0.3%,0.3%,0.6%,2007-01-15 04:00:00
2007-01-15,4:15am,CNY,Foreign Direct Investment ytd/y,Non-economic,4.2%,,2.1%,2007-01-15 04:15:00
2007-01-15,4:30am,EUR,Sentix Investor Confidence,Non-economic,29.5,30.2,29.1,2007-01-15 04:30:00
2007-01-15,4:30am,GBP,PPI Input m/m,High,0.1%,0.2%,0.1%,2007-01-15 04:30:00
2007-01-15,4:30am,GBP,ONS HPI y/y,Non-economic,8.9%,9.1%,8.6%,2007-01-15 04:30:00
2007-01-15,4:30am,GBP,PPI Output m/m,Non-economic,0.2%,0.0%,0.0%,2007-01-15 04:30:00
2007-01-15,5:00am,EUR,Industrial Production m/m,Medium,0.2%,0.6%,-0.2%,2007-01-15 05:00:00
2007-01-15,All Day,USD,Bank Holiday,Low,,,,2007-01-15 00:00:00
2007-01-15,8:30am,CAD,New Motor Vehicle Sales m/m,Non-economic,3.0%,3.0%,-1.9%,2007-01-15 08:30:00
2007-01-15,4:00pm,NZD,NZIER Business Confidence,High,3,,-19,2007-01-15 16:00:00
2007-01-15,6:50pm,JPY,PPI y/y,Non-economic,2.5%,2.5%,2.7%,2007-01-15 18:50:00
2007-01-15,7:01pm,GBP,RICS House Price Balance,Medium,37%,46%,47%,2007-01-15 19:01:00
2007-01-15,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,0.8%,0.7%,0.7%,2007-01-15 23:30:00
2007-01-16,4:30am,GBP,CPI y/y,High,3.0%,2.8%,2.7%,2007-01-16 04:30:00
2007-01-16,4:30am,GBP,Core CPI y/y,Medium,1.8%,1.7%,1.6%,2007-01-16 04:30:00
2007-01-16,4:30am,GBP,RPI y/y,Non-economic,4.4%,4.2%,3.9%,2007-01-16 04:30:00
2007-01-16,5:00am,EUR,German ZEW Economic Sentiment,Medium,-3.6,-12.0,-19.0,2007-01-16 05:00:00
2007-01-16,5:00am,EUR,ZEW Economic Sentiment,Non-economic,-1.8,-5.0,-3.0,2007-01-16 05:00:00
2007-01-16,7:00am,GBP,MPC Member Sentance Speaks,Medium,,,,2007-01-16 07:00:00
2007-01-16,8:30am,USD,Empire State Manufacturing Index,Medium,9.1,18.0,23.1,2007-01-16 08:30:00
2007-01-16,9:00am,CAD,BOC Rate Statement,High,,,,2007-01-16 09:00:00
2007-01-16,9:00am,CAD,Overnight Rate,High,4.25%,4.25%,4.25%,2007-01-16 09:00:00
2007-01-16,4:45pm,NZD,CPI q/q,High,-0.2%,-0.1%,0.7%,2007-01-16 16:45:00
2007-01-16,4:45pm,NZD,FPI m/m,Non-economic,-0.5%,,0.1%,2007-01-16 16:45:00
2007-01-16,6:30pm,AUD,MI Leading Index m/m,Non-economic,0.5%,,0.5%,2007-01-16 18:30:00
2007-01-16,6:50pm,JPY,Current Account,Non-economic,1.95T,2.10T,2.02T,2007-01-16 18:50:00
2007-01-17,12:00am,JPY,Consumer Confidence,Non-economic,45.9,48.0,48.7,2007-01-17 00:00:00
2007-01-17,2:00am,EUR,German Final CPI m/m,Non-economic,0.8%,0.8%,0.8%,2007-01-17 02:00:00
2007-01-17,4:30am,GBP,Claimant Count Change,High,-5.5K,-5.0K,-7.9K,2007-01-17 04:30:00
2007-01-17,4:30am,GBP,Average Earnings Index 3m/y,Medium,4.1%,4.2%,4.1%,2007-01-17 04:30:00
2007-01-17,4:30am,GBP,Unemployment Rate,Non-economic,5.5%,5.5%,5.5%,2007-01-17 04:30:00
2007-01-17,5:00am,EUR,Final Core CPI y/y,Non-economic,1.5%,1.5%,1.5%,2007-01-17 05:00:00
2007-01-17,5:00am,EUR,Final CPI y/y,Non-economic,1.9%,1.9%,1.9%,2007-01-17 05:00:00
2007-01-17,5:00am,EUR,Trade Balance,Non-economic,4.5B,2.5B,2.4B,2007-01-17 05:00:00
2007-01-17,8:30am,USD,PPI m/m,High,0.9%,0.6%,2.0%,2007-01-17 08:30:00
2007-01-17,8:30am,USD,Core PPI m/m,Medium,0.2%,0.1%,1.3%,2007-01-17 08:30:00
2007-01-17,9:00am,USD,TIC Long-Term Purchases,High,68.4B,82.5B,89.3B,2007-01-17 09:00:00
2007-01-17,9:15am,USD,Capacity Utilization Rate,Medium,81.8%,81.8%,81.6%,2007-01-17 09:15:00
2007-01-17,9:15am,USD,Industrial Production m/m,Medium,0.4%,0.1%,-0.1%,2007-01-17 09:15:00
2007-01-17,1:00pm,USD,FOMC Member Mishkin Speaks,Medium,,,,2007-01-17 13:00:00
2007-01-17,1:00pm,USD,NAHB Housing Market Index,Non-economic,35,33,33,2007-01-17 13:00:00
2007-01-17,2:00pm,USD,Beige Book,Medium,,,,2007-01-17 14:00:00
2007-01-17,6:50pm,JPY,Tertiary Industry Activity m/m,Medium,-0.3%,0.0%,2.1%,2007-01-17 18:50:00
2007-01-17,7:30pm,AUD,RBA Bulletin,Non-economic,,,,2007-01-17 19:30:00
2007-01-17,10:45pm,JPY,30-y Bond Auction,Non-economic,2.38|3.3,,2.52|3.0,2007-01-17 22:45:00
2007-01-17,11:00pm,JPY,Overnight Call Rate,High,0.25%,0.50%,0.25%,2007-01-17 23:00:00
2007-01-18,1:00am,JPY,BOJ Monthly Report,Non-economic,,,,2007-01-18 01:00:00
2007-01-18,1:30am,JPY,BOJ Press Conference,Medium,,,,2007-01-18 01:30:00
2007-01-18,3:15am,CHF,Retail Sales y/y,Medium,3.3%,1.6%,0.6%,2007-01-18 03:15:00
2007-01-18,4:00am,EUR,Italian Trade Balance,Non-economic,-0.92B,-1.12B,-0.86B,2007-01-18 04:00:00
2007-01-18,4:37am,EUR,Spanish 10-y Bond Auction,Non-economic,4.10|2.3,,3.99|1.8,2007-01-18 04:37:00
2007-01-18,5:00am,CHF,UBS Economic Expectations,Medium,-10.8,,-23.7,2007-01-18 05:00:00
2007-01-18,5:00am,EUR,ECB Monthly Bulletin,Medium,,,,2007-01-18 05:00:00
2007-01-18,6:00am,GBP,MPC Member Besley Speaks,Medium,,,,2007-01-18 06:00:00
2007-01-18,8:30am,CAD,Foreign Securities Purchases,Medium,11.00B,-2.48B,-4.18B,2007-01-18 08:30:00
2007-01-18,8:30am,CAD,Manufacturing Sales m/m,Medium,2.3%,2.0%,0.2%,2007-01-18 08:30:00
2007-01-18,8:30am,USD,Core CPI m/m,High,0.2%,0.2%,0.0%,2007-01-18 08:30:00
2007-01-18,8:30am,USD,CPI y/y,High,2.5%,2.3%,2.0%,2007-01-18 08:30:00
2007-01-18,8:30am,USD,Building Permits,Medium,1.60M,1.53M,1.51M,2007-01-18 08:30:00
2007-01-18,8:30am,USD,CPI m/m,Medium,0.5%,0.5%,0.0%,2007-01-18 08:30:00
2007-01-18,8:30am,USD,Housing Starts,Medium,1.64M,1.57M,1.57M,2007-01-18 08:30:00
2007-01-18,8:30am,USD,Unemployment Claims,Non-economic,290K,315K,298K,2007-01-18 08:30:00
2007-01-18,10:00am,USD,Fed Chairman Bernanke Testifies,High,,,,2007-01-18 10:00:00
2007-01-18,10:30am,CAD,BOC Monetary Policy Report,High,,,,2007-01-18 10:30:00
2007-01-18,10:30am,USD,Crude Oil Inventories,Non-economic,6.8M,0.1M,-5.0M,2007-01-18 10:30:00
2007-01-18,10:30am,USD,Natural Gas Storage,Non-economic,-89B,-79B,-49B,2007-01-18 10:30:00
2007-01-18,11:15am,CAD,BOC Press Conference,High,,,,2007-01-18 11:15:00
2007-01-18,12:00pm,USD,Philly Fed Manufacturing Index,Medium,8.3,3.0,-4.3,2007-01-18 12:00:00
2007-01-18,4:45pm,NZD,Core Retail Sales m/m,High,-0.1%,0.1%,0.1%,2007-01-18 16:45:00
2007-01-18,4:45pm,NZD,Retail Sales m/m,High,-0.2%,0.0%,0.3%,2007-01-18 16:45:00
2007-01-18,7:30pm,AUD,Import Prices q/q,Non-economic,-3.2%,-1.5%,-0.3%,2007-01-18 19:30:00
2007-01-19,4:30am,GBP,Retail Sales m/m,High,1.1%,0.5%,0.2%,2007-01-19 04:30:00
2007-01-19,4:30am,GBP,M4 Money Supply m/m,Non-economic,0.9%,0.6%,0.5%,2007-01-19 04:30:00
2007-01-19,4:30am,GBP,Public Sector Net Borrowing,Non-economic,7.2B,7.4B,11.2B,2007-01-19 04:30:00
2007-01-19,8:30am,CAD,Wholesale Sales m/m,Medium,0.1%,0.5%,-0.4%,2007-01-19 08:30:00
2007-01-19,10:00am,USD,Prelim UoM Consumer Sentiment,High,98.0,92.5,91.7,2007-01-19 10:00:00
2007-01-19,10:00am,USD,Prelim UoM Inflation Expectations,Non-economic,3.0%,,2.9%,2007-01-19 10:00:00
2007-01-21,7:01pm,GBP,Rightmove HPI m/m,Non-economic,0.5%,,-0.3%,2007-01-21 19:01:00
2007-01-21,7:30pm,AUD,PPI q/q,High,0.2%,0.2%,1.0%,2007-01-21 19:30:00
2007-01-21,7:30pm,AUD,New Motor Vehicle Sales m/m,Non-economic,0.8%,,-0.7%,2007-01-21 19:30:00
2007-01-22,2:00am,EUR,German PPI m/m,Non-economic,0.0%,0.1%,0.0%,2007-01-22 02:00:00
2007-01-22,3:15am,CHF,PPI m/m,Medium,0.0%,0.1%,0.0%,2007-01-22 03:15:00
2007-01-22,6:00am,EUR,German Buba Monthly Report,Medium,,,,2007-01-22 06:00:00
2007-01-23,1:45am,EUR,French Consumer Spending m/m,Medium,1.3%,0.3%,0.9%,2007-01-23 01:45:00
2007-01-23,5:00am,EUR,Industrial New Orders m/m,Medium,1.4%,1.0%,-0.5%,2007-01-23 05:00:00
2007-01-23,6:00am,GBP,CBI Industrial Order Expectations,Medium,-9,-5,-5,2007-01-23 06:00:00
2007-01-23,7:00am,CAD,Core CPI m/m,High,-0.2%,0.0%,0.3%,2007-01-23 07:00:00
2007-01-23,7:00am,CAD,CPI m/m,Medium,0.2%,0.2%,0.2%,2007-01-23 07:00:00
2007-01-23,8:30am,CAD,Core Retail Sales m/m,High,0.1%,0.5%,-0.8%,2007-01-23 08:30:00
2007-01-23,8:30am,CAD,Retail Sales m/m,Medium,0.2%,0.9%,-0.8%,2007-01-23 08:30:00
2007-01-23,8:30am,CAD,Leading Index m/m,Non-economic,0.3%,0.4%,0.5%,2007-01-23 08:30:00
2007-01-23,10:00am,USD,CB Leading Index m/m,Non-economic,0.3%,0.2%,0.0%,2007-01-23 10:00:00
2007-01-23,10:00am,USD,Richmond Manufacturing Index,Non-economic,-11,-8,-6,2007-01-23 10:00:00
2007-01-23,2:00pm,GBP,BOE Gov King Speaks,Medium,,,,2007-01-23 14:00:00
2007-01-23,6:00pm,AUD,CB Leading Index m/m,Non-economic,0.2%,,0.3%,2007-01-23 18:00:00
2007-01-23,6:50pm,JPY,Monetary Policy Meeting Minutes,Medium,,,,2007-01-23 18:50:00
2007-01-23,6:50pm,JPY,All Industries Activity m/m,Non-economic,-0.2%,0.0%,1.7%,2007-01-23 18:50:00
2007-01-23,7:30pm,AUD,CPI m/m,High,-0.1%,0.2%,0.9%,2007-01-23 19:30:00
2007-01-23,7:30pm,AUD,Trimmed Mean CPI m/m,Medium,0.5%,0.7%,0.7%,2007-01-23 19:30:00
2007-01-23,8:00pm,NZD,Credit Card Spending y/y,Non-economic,10.1%,,7.8%,2007-01-23 20:00:00
2007-01-24,Day 1,All,WEF Annual Meetings,Medium,,,,2007-01-24 00:00:00
2007-01-24,4:30am,GBP,MPC Official Bank Rate Votes,High,5-0-4,8-0-1,0-0-9,2007-01-24 04:30:00
2007-01-24,4:30am,GBP,Prelim GDP q/q,High,0.8%,0.7%,0.7%,2007-01-24 04:30:00
2007-01-24,4:30am,GBP,Index of Services 3m/3m,Non-economic,1.0%,0.9%,1.0%,2007-01-24 04:30:00
2007-01-24,5:12am,EUR,German 30-y Bond Auction,Non-economic,4.11|1.2,,4.23|1.5,2007-01-24 05:12:00
2007-01-24,9:00am,EUR,Belgian NBB Business Climate,Medium,2.1,2.6,2.5,2007-01-24 09:00:00
2007-01-24,10:30am,USD,Crude Oil Inventories,Non-economic,0.7M,1.3M,6.8M,2007-01-24 10:30:00
2007-01-24,3:00pm,NZD,Official Cash Rate,High,7.25%,7.25%,7.25%,2007-01-24 15:00:00
2007-01-24,3:00pm,NZD,RBNZ Rate Statement,High,,,,2007-01-24 15:00:00
2007-01-24,6:00pm,NZD,BusinessNZ Manufacturing Index,Non-economic,54.2,,55.1,2007-01-24 18:00:00
2007-01-24,6:50pm,JPY,Trade Balance,Non-economic,0.66T,0.87T,0.98T,2007-01-24 18:50:00
2007-01-24,9:00pm,CNY,GDP q/y,High,10.4%,10.2%,10.6%,2007-01-24 21:00:00
