Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2013-01-03,3:55am,EUR,German Unemployment Change,Medium,3K,11K,5K,2013-01-03 03:55:00
2013-01-03,4:00am,EUR,M3 Money Supply y/y,Medium,3.8%,3.8%,3.9%,2013-01-03 04:00:00
2013-01-03,4:00am,EUR,Private Loans y/y,Non-economic,-0.8%,-0.5%,-0.8%,2013-01-03 04:00:00
2013-01-03,4:30am,GBP,Construction PMI,High,48.7,49.6,49.3,2013-01-03 04:30:00
2013-01-03,4:30am,GBP,BOE Credit Conditions Survey,Medium,,,,2013-01-03 04:30:00
2013-01-03,5:00am,EUR,French 10-y Bond Auction,Medium,2.07|1.7,,2.22|2.0,2013-01-03 05:00:00
2013-01-03,7:30am,USD,Challenger Job Cuts y/y,Non-economic,-22.1%,,34.4%,2013-01-03 07:30:00
2013-01-03,8:15am,USD,ADP Non-Farm Employment Change,High,215K,134K,148K,2013-01-03 08:15:00
2013-01-03,8:30am,USD,Unemployment Claims,High,372K,356K,362K,2013-01-03 08:30:00
2013-01-03,All Day,USD,Total Vehicle Sales,Non-economic,15.4M,15.3M,15.5M,2013-01-03 00:00:00
2013-01-03,2:00pm,USD,FOMC Meeting Minutes,High,,,,2013-01-03 14:00:00
2013-01-03,5:30pm,AUD,AIG Services Index,Medium,43.2,,47.1,2013-01-03 17:30:00
2013-01-03,8:45pm,CNY,RatingDog Services PMI,Non-economic,51.7,,52.1,2013-01-03 20:45:00
2013-01-04,2:00am,EUR,German Retail Sales m/m,Medium,1.2%,0.9%,-1.3%,2013-01-04 02:00:00
2013-01-04,3:15am,EUR,Spanish Services PMI,Medium,44.3,42.7,42.4,2013-01-04 03:15:00
2013-01-04,3:45am,EUR,Italian Services PMI,Medium,45.6,45.1,44.6,2013-01-04 03:45:00
2013-01-04,3:50am,EUR,French Final Services PMI,Non-economic,45.2,46.0,46.0,2013-01-04 03:50:00
2013-01-04,3:55am,EUR,German Final Services PMI,Non-economic,52.0,52.1,52.1,2013-01-04 03:55:00
2013-01-04,4:00am,EUR,Final Services PMI,Non-economic,47.8,47.8,47.8,2013-01-04 04:00:00
2013-01-04,4:30am,GBP,Final Services PMI,High,48.9,50.4,50.2,2013-01-04 04:30:00
2013-01-04,4:30am,GBP,Net Lending to Individuals m/m,Medium,-0.1B,0.4B,-0.2B,2013-01-04 04:30:00
2013-01-04,4:30am,GBP,M4 Money Supply m/m,Non-economic,-0.2%,0.3%,0.2%,2013-01-04 04:30:00
2013-01-04,4:30am,GBP,Mortgage Approvals,Non-economic,54K,54K,53K,2013-01-04 04:30:00
2013-01-04,5:00am,EUR,CPI Flash Estimate y/y,Medium,2.2%,2.1%,2.2%,2013-01-04 05:00:00
2013-01-04,5:00am,EUR,Italian Prelim CPI m/m,Non-economic,0.3%,0.2%,-0.2%,2013-01-04 05:00:00
2013-01-04,8:30am,CAD,Employment Change,High,39.8K,4.0K,59.3K,2013-01-04 08:30:00
2013-01-04,8:30am,CAD,Unemployment Rate,High,7.1%,7.3%,7.2%,2013-01-04 08:30:00
2013-01-04,8:30am,CAD,RMPI m/m,Medium,-1.9%,-0.9%,0.1%,2013-01-04 08:30:00
2013-01-04,8:30am,CAD,IPPI m/m,Non-economic,-0.3%,-0.2%,-0.1%,2013-01-04 08:30:00
2013-01-04,8:30am,USD,Non-Farm Employment Change,High,155K,150K,161K,2013-01-04 08:30:00
2013-01-04,8:30am,USD,Unemployment Rate,High,7.8%,7.7%,7.7%,2013-01-04 08:30:00
2013-01-04,8:30am,USD,Average Hourly Earnings m/m,Medium,0.3%,0.2%,0.3%,2013-01-04 08:30:00
2013-01-04,10:00am,USD,ISM Services PMI,High,56.1,54.2,54.7,2013-01-04 10:00:00
2013-01-04,10:00am,USD,Factory Orders m/m,Medium,0.0%,0.3%,0.8%,2013-01-04 10:00:00
2013-01-04,10:30am,USD,Natural Gas Storage,Non-economic,-135B,-129B,-72B,2013-01-04 10:30:00
2013-01-04,11:00am,USD,Crude Oil Inventories,Medium,-11.1M,-0.7M,-0.6M,2013-01-04 11:00:00
2013-01-04,3:30pm,USD,FOMC Member Yellen Speaks,Medium,,,,2013-01-04 15:30:00
2013-01-05,10:15am,USD,FOMC Member Yellen Speaks,Non-economic,,,,2013-01-05 10:15:00
2013-01-06,6:50pm,JPY,Monetary Base y/y,Non-economic,11.8%,5.3%,5.0%,2013-01-06 18:50:00
2013-01-07,3:00am,CHF,Foreign Currency Reserves,High,427B,,427B,2013-01-07 03:00:00
2013-01-07,3:00am,GBP,Halifax HPI m/m,Medium,1.3%,0.2%,1.6%,2013-01-07 03:00:00
2013-01-07,4:30am,EUR,Sentix Investor Confidence,Non-economic,-7.0,-13.7,-16.8,2013-01-07 04:30:00
2013-01-07,5:00am,EUR,PPI m/m,Non-economic,-0.2%,-0.1%,0.1%,2013-01-07 05:00:00
2013-01-07,10:00am,CAD,Ivey PMI,High,52.8,51.3,47.5,2013-01-07 10:00:00
2013-01-07,5:30pm,AUD,AIG Construction Index,Non-economic,38.8,,37.0,2013-01-07 17:30:00
2013-01-07,7:00pm,GBP,BRC Retail Sales Monitor y/y,Medium,0.3%,,0.4%,2013-01-07 19:00:00
2013-01-07,7:30pm,AUD,Goods Trade Balance,High,-2.64B,-2.21B,-2.44B,2013-01-07 19:30:00
2013-01-07,10:45pm,JPY,10-y Bond Auction,Non-economic,0.82|3.6,,0.73|3.8,2013-01-07 22:45:00
2013-01-08,1:45am,CHF,Unemployment Rate,Non-economic,3.0%,3.0%,3.0%,2013-01-08 01:45:00
2013-01-08,2:00am,EUR,German Trade Balance,Non-economic,14.6B,15.4B,14.9B,2013-01-08 02:00:00
2013-01-08,2:45am,EUR,French Trade Balance,Non-economic,-4.3B,-4.8B,-4.7B,2013-01-08 02:45:00
2013-01-08,4:00am,EUR,Italian Monthly Unemployment Rate,Non-economic,11.1%,11.2%,11.1%,2013-01-08 04:00:00
2013-01-08,5:00am,EUR,Retail Sales m/m,Medium,0.1%,0.3%,-0.7%,2013-01-08 05:00:00
2013-01-08,5:00am,EUR,Unemployment Rate,Medium,11.8%,11.8%,11.7%,2013-01-08 05:00:00
2013-01-08,6:00am,EUR,German Factory Orders m/m,Medium,-1.8%,-1.4%,3.8%,2013-01-08 06:00:00
2013-01-08,7:30am,USD,NFIB Small Business Index,Non-economic,88.0,87.2,87.5,2013-01-08 07:30:00
2013-01-08,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,46.5,46.3,45.1,2013-01-08 10:00:00
2013-01-08,3:00pm,USD,Consumer Credit m/m,Non-economic,16.0B,12.9B,14.1B,2013-01-08 15:00:00
2013-01-08,4:45pm,NZD,Building Consents m/m,Non-economic,-5.4%,,-2.0%,2013-01-08 16:45:00
2013-01-08,7:01pm,GBP,BRC Shop Price Index y/y,Non-economic,1.5%,,1.5%,2013-01-08 19:01:00
2013-01-08,7:09pm,AUD,HIA New Home Sales m/m,Medium,4.7%,,3.4%,2013-01-08 19:09:00
2013-01-08,7:30pm,AUD,Retail Sales m/m,High,-0.1%,0.3%,0.0%,2013-01-08 19:30:00
2013-01-09,4:30am,GBP,Goods Trade Balance,Medium,-9.2B,-9.1B,-9.5B,2013-01-09 04:30:00
2013-01-09,5:00am,EUR,Final GDP q/q,Non-economic,-0.1%,-0.1%,-0.1%,2013-01-09 05:00:00
2013-01-09,6:00am,EUR,German Industrial Production m/m,Medium,0.2%,1.1%,-2.0%,2013-01-09 06:00:00
2013-01-09,8:13am,CAD,Housing Starts,Non-economic,198K,198K,201K,2013-01-09 08:13:00
2013-01-09,10:30am,USD,Crude Oil Inventories,Medium,1.3M,0.9M,-11.1M,2013-01-09 10:30:00
2013-01-09,1:00pm,USD,10-y Bond Auction,Medium,1.86|2.8,,1.65|3.0,2013-01-09 13:00:00
2013-01-09,4:45pm,NZD,Trade Balance,Non-economic,-700M,-645M,-666M,2013-01-09 16:45:00
2013-01-09,7:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,1.0%,,0.9%,2013-01-09 19:00:00
2013-01-09,7:30pm,AUD,Building Approvals m/m,High,2.9%,4.0%,-5.1%,2013-01-09 19:30:00
2013-01-09,7:30pm,CNY,New Loans,Medium,454B,550B,523B,2013-01-09 19:30:00
2013-01-09,7:30pm,CNY,M2 Money Supply y/y,Non-economic,13.8%,14.1%,13.9%,2013-01-09 19:30:00
2013-01-09,9:00pm,CNY,USD-Denominated Trade Balance,High,31.6B,20.1B,19.6B,2013-01-09 21:00:00
2013-01-09,10:45pm,JPY,30-y Bond Auction,Non-economic,1.99|3.5,,1.93|4.1,2013-01-09 22:45:00
2013-01-10,12:00am,JPY,Leading Indicators,Non-economic,91.9%,93.1%,92.8%,2013-01-10 00:00:00
2013-01-10,2:45am,EUR,French Industrial Production m/m,Medium,0.5%,0.2%,-0.6%,2013-01-10 02:45:00
2013-01-10,2:45am,EUR,French Final CPI m/m,Non-economic,0.3%,0.4%,-0.2%,2013-01-10 02:45:00
2013-01-10,7:00am,GBP,Asset Purchase Facility,High,375B,375B,375B,2013-01-10 07:00:00
2013-01-10,7:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.50%,2013-01-10 07:00:00
2013-01-10,7:45am,EUR,Main Refinancing Rate,High,0.75%,0.75%,0.75%,2013-01-10 07:45:00
2013-01-10,8:30am,CAD,Building Permits m/m,High,-17.9%,2.4%,15.9%,2013-01-10 08:30:00
2013-01-10,8:30am,CAD,NHPI m/m,Medium,0.1%,0.2%,0.2%,2013-01-10 08:30:00
2013-01-10,8:30am,EUR,ECB Press Conference,High,,,,2013-01-10 08:30:00
2013-01-10,8:30am,USD,Unemployment Claims,High,371K,361K,367K,2013-01-10 08:30:00
2013-01-10,10:00am,USD,JOLTS Job Openings,Medium,3.68M,3.68M,3.67M,2013-01-10 10:00:00
2013-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,0.6%,0.2%,0.3%,2013-01-10 10:00:00
2013-01-10,10:30am,USD,Natural Gas Storage,Non-economic,-201B,-185B,-135B,2013-01-10 10:30:00
2013-01-10,1:00pm,USD,30-y Bond Auction,Non-economic,3.07|2.8,,2.92|2.5,2013-01-10 13:00:00
2013-01-10,1:10pm,USD,FOMC Member George Speaks,Medium,,,,2013-01-10 13:10:00
2013-01-10,2:00pm,USD,FOMC Member Bullard Speaks,Medium,,,,2013-01-10 14:00:00
2013-01-10,4:00pm,CAD,Gov Council Member Macklem Speaks,Non-economic,,,,2013-01-10 16:00:00
2013-01-10,6:50pm,JPY,Current Account,High,0.23T,0.31T,0.41T,2013-01-10 18:50:00
2013-01-10,6:50pm,JPY,Bank Lending y/y,Non-economic,1.2%,,1.0%,2013-01-10 18:50:00
2013-01-10,8:30pm,CNY,CPI y/y,High,2.5%,2.3%,2.0%,2013-01-10 20:30:00
2013-01-10,8:30pm,CNY,PPI y/y,Medium,-1.9%,-1.8%,-2.2%,2013-01-10 20:30:00
2013-01-11,12:00am,JPY,Economy Watchers Sentiment,Non-economic,45.8,41.1,40.0,2013-01-11 00:00:00
2013-01-11,3:15am,CHF,CPI m/m,High,-0.2%,-0.1%,-0.3%,2013-01-11 03:15:00
2013-01-11,4:30am,GBP,Manufacturing Production m/m,High,-0.3%,0.5%,-1.3%,2013-01-11 04:30:00
2013-01-11,4:30am,GBP,Industrial Production m/m,Non-economic,0.3%,0.8%,-0.9%,2013-01-11 04:30:00
2013-01-11,8:30am,CAD,Trade Balance,High,-2.0B,-0.3B,-0.6B,2013-01-11 08:30:00
2013-01-11,8:30am,USD,Trade Balance,High,-48.7B,-41.1B,-42.1B,2013-01-11 08:30:00
2013-01-11,8:30am,USD,Import Prices m/m,Medium,-0.1%,0.1%,-0.8%,2013-01-11 08:30:00
2013-01-11,9:54am,GBP,NIESR GDP Estimate,Medium,-0.3%,,0.1%,2013-01-11 09:54:00
2013-01-11,2:00pm,USD,Federal Budget Balance,Medium,-0.3B,-11.6B,-172.1B,2013-01-11 14:00:00
2013-01-13,6:30pm,AUD,MI Inflation Gauge m/m,Non-economic,0.4%,,-0.1%,2013-01-13 18:30:00
2013-01-13,All Day,JPY,Bank Holiday,Low,,,,2013-01-13 00:00:00
2013-01-13,7:30pm,AUD,ANZ Job Advertisements m/m,Medium,-3.8%,,-2.8%,2013-01-13 19:30:00
2013-01-13,7:30pm,AUD,Home Loans m/m,Non-economic,-0.5%,0.5%,-0.4%,2013-01-13 19:30:00
2013-01-13,8:20pm,USD,FOMC Member Evans Speaks,Medium,,,,2013-01-13 20:20:00
2013-01-14,2:00am,EUR,German WPI m/m,Non-economic,0.0%,0.5%,-0.7%,2013-01-14 02:00:00
2013-01-14,4:00am,EUR,Italian Industrial Production m/m,Medium,-1.0%,-0.1%,-1.1%,2013-01-14 04:00:00
2013-01-14,5:00am,EUR,Industrial Production m/m,Medium,-0.3%,0.2%,-1.0%,2013-01-14 05:00:00
2013-01-14,10:30am,CAD,BOC Business Outlook Survey,Medium,,,,2013-01-14 10:30:00
2013-01-14,3:30pm,NZD,REINZ HPI m/m,Medium,-0.6%,,1.4%,2013-01-14 15:30:00
2013-01-14,4:00pm,NZD,NZIER Business Confidence,Medium,20,,8,2013-01-14 16:00:00
2013-01-14,4:00pm,USD,Fed Chairman Bernanke Speaks,High,,,,2013-01-14 16:00:00
2013-01-14,4:45pm,NZD,FPI m/m,Non-economic,-0.2%,,-0.8%,2013-01-14 16:45:00
2013-01-14,6:50pm,JPY,M2 Money Stock y/y,Non-economic,2.6%,2.1%,2.1%,2013-01-14 18:50:00
2013-01-14,7:01pm,GBP,RICS House Price Balance,Medium,0%,-8%,-9%,2013-01-14 19:01:00
2013-01-15,1:00am,JPY,Prelim Machine Tool Orders y/y,Non-economic,-27.5%,,-21.3%,2013-01-15 01:00:00
2013-01-15,2:00am,EUR,German Final CPI m/m,Non-economic,0.9%,0.9%,0.9%,2013-01-15 02:00:00
2013-01-15,2:45am,EUR,French Gov Budget Balance,Non-economic,-103.4B,,-94.6B,2013-01-15 02:45:00
2013-01-15,4:30am,GBP,CPI y/y,High,2.7%,2.7%,2.7%,2013-01-15 04:30:00
2013-01-15,4:30am,GBP,PPI Input m/m,Medium,-0.2%,0.0%,0.1%,2013-01-15 04:30:00
2013-01-15,4:30am,GBP,RPI y/y,Medium,3.1%,3.0%,3.0%,2013-01-15 04:30:00
2013-01-15,4:30am,GBP,Core CPI y/y,Non-economic,2.4%,2.6%,2.6%,2013-01-15 04:30:00
2013-01-15,4:30am,GBP,ONS HPI y/y,Non-economic,2.1%,1.7%,1.5%,2013-01-15 04:30:00
2013-01-15,4:30am,GBP,PPI Output m/m,Non-economic,-0.1%,0.0%,-0.3%,2013-01-15 04:30:00
2013-01-15,5:00am,EUR,Trade Balance,Non-economic,11.0B,8.2B,7.4B,2013-01-15 05:00:00
2013-01-15,5:00am,GBP,BOE Gov King Speaks,High,,,,2013-01-15 05:00:00
2013-01-15,5:00am,GBP,CB Leading Index m/m,Non-economic,0.2%,,-0.3%,2013-01-15 05:00:00
2013-01-15,8:00am,USD,FOMC Member Rosengren Speaks,Medium,,,,2013-01-15 08:00:00
2013-01-15,8:30am,USD,Core Retail Sales m/m,High,0.3%,0.2%,-0.1%,2013-01-15 08:30:00
2013-01-15,8:30am,USD,PPI m/m,High,-0.2%,-0.1%,-0.8%,2013-01-15 08:30:00
2013-01-15,8:30am,USD,Retail Sales m/m,High,0.5%,0.2%,0.4%,2013-01-15 08:30:00
2013-01-15,8:30am,USD,Core PPI m/m,Medium,0.1%,0.2%,0.1%,2013-01-15 08:30:00
2013-01-15,8:30am,USD,Empire State Manufacturing Index,Medium,-7.8,1.9,-8.1,2013-01-15 08:30:00
2013-01-15,10:00am,USD,Business Inventories m/m,Medium,0.3%,0.3%,0.3%,2013-01-15 10:00:00
2013-01-15,6:30pm,AUD,Westpac Consumer Sentiment,Medium,0.6%,,-4.1%,2013-01-15 18:30:00
2013-01-15,6:50pm,JPY,Core Machinery Orders m/m,Medium,3.9%,0.4%,2.6%,2013-01-15 18:50:00
2013-01-15,6:50pm,JPY,PPI y/y,Non-economic,-0.6%,-0.7%,-0.9%,2013-01-15 18:50:00
2013-01-15,7:30pm,AUD,New Motor Vehicle Sales m/m,Medium,2.2%,,0.2%,2013-01-15 19:30:00
2013-01-15,9:00pm,CNY,Foreign Direct Investment ytd/y,Non-economic,-3.7%,,-3.6%,2013-01-15 21:00:00
2013-01-16,12:00am,JPY,Consumer Confidence,Non-economic,39.2,40.7,39.4,2013-01-16 00:00:00
2013-01-16,3:15am,CHF,Retail Sales y/y,Medium,2.9%,3.3%,2.7%,2013-01-16 03:15:00
2013-01-16,4:00am,EUR,Italian Trade Balance,Non-economic,2.36B,1.91B,2.42B,2013-01-16 04:00:00
2013-01-16,5:00am,EUR,Final Core CPI y/y,Medium,1.5%,1.5%,1.4%,2013-01-16 05:00:00
2013-01-16,5:00am,EUR,Final CPI y/y,Medium,2.2%,2.2%,2.2%,2013-01-16 05:00:00
2013-01-16,5:33am,EUR,German 10-y Bond Auction,Medium,1.56|1.7,,1.40|1.5,2013-01-16 05:33:00
2013-01-16,8:30am,NZD,GDT Price Index,Non-economic,1.9%,,1.6%,2013-01-16 08:30:00
2013-01-16,8:30am,USD,Core CPI m/m,High,0.1%,0.2%,0.1%,2013-01-16 08:30:00
2013-01-16,8:30am,USD,CPI y/y,High,1.7%,1.8%,1.8%,2013-01-16 08:30:00
2013-01-16,8:30am,USD,CPI m/m,Medium,0.0%,0.0%,-0.3%,2013-01-16 08:30:00
2013-01-16,9:00am,USD,TIC Long-Term Purchases,Medium,52.3B,19.8B,-1.0B,2013-01-16 09:00:00
2013-01-16,9:15am,USD,Capacity Utilization Rate,Medium,78.8%,78.6%,78.7%,2013-01-16 09:15:00
2013-01-16,9:15am,USD,Industrial Production m/m,Medium,0.3%,0.2%,1.0%,2013-01-16 09:15:00
2013-01-16,10:00am,USD,NAHB Housing Market Index,Non-economic,47,48,47,2013-01-16 10:00:00
2013-01-16,10:30am,USD,Crude Oil Inventories,Medium,-1.0M,2.0M,1.3M,2013-01-16 10:30:00
2013-01-16,2:00pm,USD,Beige Book,Medium,,,,2013-01-16 14:00:00
2013-01-16,6:50pm,JPY,Tertiary Industry Activity m/m,Medium,-0.3%,0.1%,0.1%,2013-01-16 18:50:00
2013-01-16,6:59pm,AUD,MI Inflation Expectations,Medium,2.0%,,1.8%,2013-01-16 18:59:00
2013-01-16,7:30pm,AUD,Employment Change,High,-5.5K,2.3K,17.1K,2013-01-16 19:30:00
2013-01-16,7:30pm,AUD,Unemployment Rate,High,5.4%,5.4%,5.3%,2013-01-16 19:30:00
2013-01-17,3:15am,CHF,PPI m/m,Medium,0.1%,0.2%,0.0%,2013-01-17 03:15:00
2013-01-17,4:00am,EUR,ECB Monthly Bulletin,Medium,,,,2013-01-17 04:00:00
2013-01-17,8:30am,CAD,Foreign Securities Purchases,Medium,5.62B,9.45B,12.67B,2013-01-17 08:30:00
2013-01-17,8:30am,USD,Building Permits,High,0.90M,0.91M,0.90M,2013-01-17 08:30:00
2013-01-17,8:30am,USD,Unemployment Claims,High,335K,369K,372K,2013-01-17 08:30:00
2013-01-17,8:30am,USD,Housing Starts,Medium,0.95M,0.89M,0.85M,2013-01-17 08:30:00
2013-01-17,10:00am,USD,Philly Fed Manufacturing Index,High,-5.8,7.1,8.1,2013-01-17 10:00:00
2013-01-17,10:30am,USD,Natural Gas Storage,Non-economic,-148B,-131B,-201B,2013-01-17 10:30:00
2013-01-17,4:45pm,NZD,CPI q/q,High,-0.2%,0.1%,0.3%,2013-01-17 16:45:00
2013-01-17,9:00pm,CNY,GDP q/y,High,7.9%,7.8%,7.4%,2013-01-17 21:00:00
2013-01-17,9:00pm,CNY,Fixed Asset Investment ytd/y,Medium,20.6%,20.7%,20.7%,2013-01-17 21:00:00
2013-01-17,9:00pm,CNY,Industrial Production y/y,Medium,10.3%,10.2%,10.1%,2013-01-17 21:00:00
2013-01-17,9:00pm,CNY,NBS Press Conference,Medium,,,,2013-01-17 21:00:00
2013-01-17,9:00pm,CNY,Retail Sales y/y,Non-economic,15.2%,15.0%,14.9%,2013-01-17 21:00:00
2013-01-17,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,-1.4%,-1.7%,-1.7%,2013-01-17 23:30:00
2013-01-18,4:30am,GBP,Retail Sales m/m,High,-0.1%,0.2%,0.0%,2013-01-18 04:30:00
2013-01-18,8:30am,CAD,Manufacturing Sales m/m,Medium,1.7%,0.9%,-1.2%,2013-01-18 08:30:00
2013-01-18,9:55am,USD,Prelim UoM Consumer Sentiment,High,71.3,75.1,72.9,2013-01-18 09:55:00
2013-01-18,9:55am,USD,Prelim UoM Inflation Expectations,Non-economic,3.4%,,3.2%,2013-01-18 09:55:00
2013-01-20,7:01pm,GBP,Rightmove HPI m/m,Non-economic,0.2%,,-3.3%,2013-01-20 19:01:00
2013-01-21,2:00am,EUR,German PPI m/m,Medium,-0.3%,0.0%,-0.1%,2013-01-21 02:00:00
2013-01-21,All Day,EUR,Eurogroup Meetings,High,,,,2013-01-21 00:00:00
2013-01-21,6:00am,EUR,German Buba Monthly Report,Medium,,,,2013-01-21 06:00:00
2013-01-21,All Day,USD,Bank Holiday,Low,,,,2013-01-21 00:00:00
2013-01-21,8:30am,CAD,Wholesale Sales m/m,Medium,0.7%,0.5%,0.8%,2013-01-21 08:30:00
2013-01-21,1:00pm,EUR,German Buba President Weidmann Speaks,Medium,,,,2013-01-21 13:00:00
2013-01-21,10:47pm,JPY,Monetary Policy Statement,High,,,,2013-01-21 22:47:00
2013-01-21,10:47pm,JPY,Overnight Call Rate,High,<0.10%,<0.10%,<0.10%,2013-01-21 22:47:00
2013-01-21,11:32pm,JPY,All Industries Activity m/m,Non-economic,-0.3%,-0.3%,0.2%,2013-01-21 23:32:00
2013-01-22,1:04am,JPY,BOJ Press Conference,High,,,,2013-01-22 01:04:00
2013-01-22,All Day,EUR,ECOFIN Meetings,Medium,,,,2013-01-22 00:00:00
2013-01-22,4:30am,GBP,Public Sector Net Borrowing,Medium,13.2B,13.4B,14.3B,2013-01-22 04:30:00
2013-01-22,5:00am,EUR,German ZEW Economic Sentiment,High,31.5,12.2,6.9,2013-01-22 05:00:00
2013-01-22,5:00am,EUR,ZEW Economic Sentiment,Medium,31.2,14.1,7.6,2013-01-22 05:00:00
2013-01-22,5:34am,GBP,10-y Bond Auction,Medium,1.90|2.9,,1.80|1.7,2013-01-22 05:34:00
2013-01-22,6:00am,GBP,CBI Industrial Order Expectations,Medium,-20,-10,-12,2013-01-22 06:00:00
2013-01-22,8:30am,CAD,Core Retail Sales m/m,High,-0.3%,0.1%,0.2%,2013-01-22 08:30:00
2013-01-22,8:30am,CAD,Retail Sales m/m,Medium,0.2%,0.0%,0.5%,2013-01-22 08:30:00
2013-01-22,9:59am,USD,Richmond Manufacturing Index,Non-economic,-12,4,5,2013-01-22 09:59:00
2013-01-22,10:00am,USD,Existing Home Sales,High,4.94M,5.09M,4.99M,2013-01-22 10:00:00
2013-01-22,1:00pm,EUR,ECB President Draghi Speaks,High,,,,2013-01-22 13:00:00
2013-01-22,2:45pm,GBP,BOE Gov King Speaks,High,,,,2013-01-22 14:45:00
2013-01-22,6:30pm,AUD,MI Leading Index m/m,Non-economic,0.6%,,0.1%,2013-01-22 18:30:00
2013-01-22,7:30pm,AUD,CPI m/m,High,0.2%,0.4%,1.4%,2013-01-22 19:30:00
2013-01-22,7:30pm,AUD,Trimmed Mean CPI m/m,Medium,0.6%,0.7%,0.7%,2013-01-22 19:30:00
2013-01-22,9:00pm,CNY,CB Leading Index m/m,Non-economic,0.4%,,1.1%,2013-01-22 21:00:00
2013-01-23,12:00am,JPY,BOJ Monthly Report,Non-economic,,,,2013-01-23 00:00:00
2013-01-23,Day 1,All,WEF Annual Meetings,Medium,,,,2013-01-23 00:00:00
2013-01-23,4:30am,GBP,Claimant Count Change,High,-12.1K,0.4K,-8.9K,2013-01-23 04:30:00
2013-01-23,4:30am,GBP,MPC Asset Purchase Facility Votes,High,1-0-8,1-0-8,1-0-8,2013-01-23 04:30:00
